drug,region,region_id,wdeg_lo,wdeg_med,wdeg_hi,closeness_lo,closeness_med,closeness_hi,betweenness_lo,betweenness_med,betweenness_hi
PSI,Nucleus accumbens,56,165.697819387123,177.06274503190957,190.61970092201238,18.75418893434063,112.1446371731646,159.94896922151838,0.0,0.027978122370477226,0.4404615939415795
PSI,Paraventricular hypothalamic nucleus descending division,63,112.0252193244975,130.17390150871293,191.62652249803574,12.792845396167241,66.678749541976,163.96031288529664,0.0,0.0,0.1001442481067436
PSI,Lateral terminal nucleus of the accessory optic tract,66,117.06277419799534,125.16017041113689,186.47101196025864,14.307280404439563,58.28091841306004,148.84531278214936,0.0,0.06923909123692752,0.2160476018752254
PSI,Anterodorsal preoptic nucleus,72,165.36161269192746,177.48410578611407,194.13406969185294,21.330827740409266,121.18347732914746,158.76022573734028,0.0,0.004543815362423368,0.42196177425171294
PSI,Dorsal terminal nucleus of the accessory optic tract,75,166.93274043927414,177.99584145575477,194.14022370351222,21.681386795934728,121.3924238762133,160.16425355874264,0.0,0.05268662098809953,0.44670032455824016
PSI,Inferior olivary complex,83,155.0272896506141,174.35008911856983,187.6383569720352,19.5303506438921,106.23875820295052,132.6601132508057,0.0,0.29722322394518574,0.4263974035340786
PSI,Anterior hypothalamic nucleus,88,151.10030811697428,168.7753455303303,190.1029879095368,18.200196320280554,110.83275878312867,125.21677326986021,0.0,0.006996033177064551,0.32445005409304
PSI,Interposed nucleus,91,162.8833107976839,176.87357080517933,193.04872531799697,21.665139362080446,117.94946281532421,159.6794685304026,0.0,0.3931121529029932,0.4424810674359899
PSI,Dorsal cochlear nucleus,96,119.75635460834525,141.8436498348753,190.31548816571984,15.270728406695143,85.151445255298,160.37583172574818,0.0,0.08862243058059863,0.37641543454742155
PSI,Interpeduncular nucleus,100,164.55375065209196,178.48945356221174,192.6126062121057,20.302709772508386,117.49262514925883,147.54981195230175,0.0,0.29790840245221784,0.47713667508113955
PSI,Ventral cochlear nucleus,101,156.9067980569906,174.76562040712355,194.01059164424453,20.714529053124334,113.1937202763914,164.76786960258605,0.0,0.025279480706815724,0.42163721601153986
PSI,Agranular insular area dorsal part,104,169.94119582340107,180.11472651001162,194.2051489065837,20.827907788460614,121.42061229817526,164.51691786681923,0.0,0.0,0.3983050847457627
PSI,Inferior salivatory nucleus,106,159.54808437088914,176.2674434616864,192.75779211782444,19.79579597863509,104.65466208168715,158.68289881433057,0.0,0.006202668589974756,0.3996754417598269
PSI,Agranular insular area posterior part,111,167.93604441462952,179.6135251844923,194.21605404353235,20.19146408925948,115.65226358601129,163.83183043715965,0.0,0.40652722683014786,0.4591417237648756
PSI,Trochlear nucleus,115,104.73132477523077,133.50242040943334,172.56190045230983,9.459747083056019,57.12508258955809,127.27215783298054,0.00010818608005769924,0.060692390912369276,0.3191489361702128
PSI,Periventricular hypothalamic nucleus intermediate part,118,150.57231843407106,167.49429569651227,187.10759578401428,17.223358241018772,96.6463005828096,145.10175937261985,0.0,0.0425892535160476,0.44958528669311215
PSI,Agranular insular area ventral part,119,166.31722345505665,180.33011423427104,193.99262209529815,22.020311747876377,121.17309966801237,163.75668307471096,0.0,0.11734583483591778,0.4577353047241255
PSI,Periventricular hypothalamic nucleus posterior part,126,167.39189626588882,177.80223503156344,190.78591742058825,19.022783841968486,117.19265017113327,158.50051865621853,0.0,0.142084385142445,0.4679047962495492
PSI,Anteromedial nucleus,127,160.44668787950312,176.9567979610256,189.94831187963376,18.415727964660718,109.31810376652345,159.67712609905527,0.0,0.005989902632527948,0.40721240533717995
PSI,Midbrain reticular nucleus,128,138.12577174845507,162.27530230513938,193.52812188487172,17.94703795115454,93.75972964001204,162.54507642509122,0.0,0.20447169130905157,0.42347637937252075
PSI,Nucleus ambiguus,135,167.30096129722858,177.11810631088662,193.02785285137895,21.224355948753367,118.49756593733699,153.54239895252974,0.00843851424450054,0.384890010818608,0.45622069960331774
PSI,Intermediate reticular nucleus,136,118.3135489768272,142.69576113600186,174.77460924726043,12.878192698753269,58.47421674160407,124.48642236983343,0.0,0.0,0.2547060944825099
PSI,Pontine reticular nucleus,146,143.1514872779585,168.611188174618,188.03290086221625,13.499612528774897,90.80103216028128,147.49448007684998,0.0,0.03274432023079697,0.47681211684096647
PSI,Locus ceruleus,147,168.9055436508296,180.36907176230432,193.99562495773012,21.73160867941164,121.17230325071989,164.86637104933598,0.0,0.20499459069599713,0.47710061305445367
PSI,Paraventricular nucleus of the thalamus,149,121.3888174178515,141.49704204447877,189.9482704672717,16.16749254530633,82.74982925097125,159.33515625237814,0.0,0.00011299435028248587,0.38882077172737106
PSI,Accessory olfactory bulb,151,149.5764774860396,170.26492202436623,184.21786017707893,18.908667233349632,106.03600259672147,133.3636555170185,0.0,0.04825099170573386,0.3577353047241255
PSI,Lateral dorsal nucleus of thalamus,155,140.67224223366537,164.35719077050783,189.58638291674953,18.39241019676031,95.91223791941255,156.2067476144283,0.0,0.2412910205553552,0.3627839884601515
PSI,Anterior olfactory nucleus,159,168.25247206985858,180.38010360837296,194.0048315647863,21.94592406075754,121.17230325071989,164.6174347447892,0.0,0.0012982329606923905,0.41056617381896865
PSI,Nucleus prepositus,169,165.90212046268744,175.94556143597643,190.00416261363603,18.81226884370345,112.2060694889469,159.4617842409426,0.0,0.014929679047962496,0.4122610890732059
PSI,Dorsal part of the lateral geniculate complex,170,143.97015449155845,167.02671941972733,189.9080890069372,17.290769781368382,102.89482528337291,159.6722148078336,0.0,0.10710421925712225,0.39332852506310856
PSI,Retrochiasmatic area,173,167.0123774174524,175.51937613182628,193.11544469021726,21.03707070479515,118.23411747605941,156.1638324664477,0.0,0.36581319870176704,0.4571222502704652
PSI,Nucleus of Roller,177,146.18032934064607,168.4739816964199,192.1712103535849,16.66186695972028,106.3525502093841,163.97567326795573,0.002326000721240534,0.32044716913090515,0.4285971871619185
PSI,Ventral part of the lateral geniculate complex,178,168.49114965552994,180.09376199758046,194.22168163440543,20.192554379172975,116.48591893897603,164.4861933877514,0.0,0.01139560043274432,0.44976559682654166
PSI,Nucleus of reuniens,181,169.16584527065956,178.9161582489533,194.19002635738286,21.77269701103234,121.59245539304364,162.2851522085109,0.0,0.22969707897583844,0.47655968265416515
PSI,Frontal pole cerebral cortex,184,162.83738975323803,176.75038188970694,189.00072421186843,20.843984413667663,112.58353218736474,145.09758917714422,0.0,0.08345654525784349,0.46123332131265776
PSI,Lateral habenula,186,85.26215677642179,126.23145833653115,154.93922191987988,7.823303634826895,53.971162480316735,97.5347932174457,0.0,0.0032455824017309774,0.1700685178507032
PSI,Rhomboid nucleus,189,154.1726060692481,174.7037483253095,185.95522529250186,17.86206867300434,105.92523252372182,145.86351688836425,0.0,0.05084745762711865,0.34500540930400286
PSI,Lateral hypothalamic area,194,112.14575416739606,136.34268416878243,183.86536349239776,10.281831314712342,67.71760887158426,125.38565307318454,0.0,0.10915975477821854,0.44727731698521456
PSI,Rostral linear nucleus raphe,197,104.2995607437312,125.26177425898601,190.03195840082265,11.756136772672734,51.61219261291875,160.203944026344,0.0,0.059502344031734586,0.19026325279480708
PSI,Medial vestibular nucleus,202,155.52114985536502,174.83862977478822,193.53003028710083,20.932545073476955,113.7030029634995,160.07172204371815,0.0,0.21943743238369998,0.4249909844933285
PSI,Linear nucleus of the medulla,203,159.1472992217635,177.15158617390335,193.97014011906555,20.913160197561623,114.15048180714834,164.5959869001461,0.0,0.23543094121889652,0.419798052650559
PSI,Nucleus raphe magnus,206,166.5558115690966,178.32034743712472,192.769409928021,21.27164504972892,118.709052813689,149.42272112226954,0.0,0.30263252794807066,0.45593220338983054
PSI,Area postrema,207,134.54731332681888,151.5447721413022,194.17721314193642,15.557341575448849,85.41170532556335,121.89283520067555,1.2020675561966582e-05,0.05166486356533239,0.21078254597908402
PSI,Lateral vestibular nucleus,209,163.86416262367754,173.11889150674415,191.29016252044306,20.11518005995117,114.46247195450778,150.42278856313587,0.0,0.13245582401730976,0.3869455463397043
PSI,Lateral mammillary nucleus,210,164.3050292979291,175.95826162076946,190.68327799047026,19.719957473539743,113.46552959093357,144.39231266671413,0.0,0.01698521456905878,0.4671474936891453
PSI,Red nucleus,214,107.6520287116889,125.81657341779581,170.21529505394813,11.99668101666639,52.060313272235874,120.17471150267839,0.008690948431301838,0.12621709340064913,0.301081860800577
PSI,Anterior pretectal nucleus,215,163.97495076277772,176.943559347257,193.4805518626805,20.09545749840164,110.93275090796382,159.44170290584717,0.0,0.05622069960331771,0.4222863324918861
PSI,Superior vestibular nucleus,217,91.23564451183769,118.76246961565998,189.97529176072717,11.955283493614912,50.107671608655835,159.74503183301994,0.0,0.07262892174540209,0.17814641182834476
PSI,Lateral posterior nucleus of the thalamus,218,118.33882398742517,137.25162380085868,191.91023405475443,14.23411207243619,74.82029967788166,164.76836975097308,0.0,0.1286332491886044,0.39314821492967905
PSI,Lateral preoptic area,226,157.40595279669606,175.66493536543163,187.3844180055405,17.704582461972024,105.34762148126603,147.38474802149372,0.0,0.34807068157230436,0.46786873422286335
PSI,Nucleus raphe pallidus,230,164.85645940928748,174.4999463823126,188.7066029854579,18.75514753314708,112.13451987455642,157.0706159075802,0.0,0.1292823656689506,0.3912729895420123
PSI,Anterior tegmental nucleus,231,154.7823682003766,172.17761278966788,194.08190249949615,20.533860685415384,113.42142652451099,164.83622910283813,0.0,0.1064100252434187,0.38333934367111433
PSI,Lateral reticular nucleus,235,143.68245071189733,164.35224136856286,188.88062367127375,18.333803310273776,108.57477306289515,116.18883007619917,0.0,0.009736747205192933,0.37670393076090875
PSI,Nucleus raphe pontis,238,122.57794363191242,144.79807354326633,185.27263545154443,11.457995655769702,71.70863182161762,110.58102150603595,0.0,0.07868734222863324,0.366534439235485
PSI,Midbrain reticular nucleus retrorubral area,246,105.33200788849209,138.83397856023151,185.51726820292356,8.34832256878956,78.26435320042658,139.72398292562482,0.0,0.07944464478903715,0.4566714749368915
PSI,Lateral septal nucleus caudal (caudodorsal) part,250,115.72460856055417,146.5476888833034,184.18566327183774,10.848197899403752,79.2792294266398,108.43596052433311,0.0,0.07576631806707537,0.21089073205914172
PSI,Lateral septal nucleus rostral (rostroventral) part,258,145.9343679675622,165.54472015063686,194.0153877487533,19.480782302557277,111.1715616829598,164.26030873727262,0.0,0.00010561022100870639,0.474107464839524
PSI,Reticular nucleus of the thalamus,262,143.1758980052724,162.9475267959125,192.46864971533853,19.106987486292276,102.51058453374978,119.55039434072378,0.0,0.23159033537684817,0.4265055896141363
PSI,Anteroventral preoptic nucleus,263,100.23269980816724,147.07078046514556,194.10509615159566,15.778172662583932,86.30341244364398,122.0061805351702,0.0016227912008654887,0.04626758023800938,0.4311395600432744
PSI,Anteroventral periventricular nucleus,272,153.75762566380695,172.9493657576883,193.65836998565368,20.82028646649721,113.45868437699355,160.80232664471458,0.0,0.00010818608005769924,0.35376848178867654
PSI,Barrington's nucleus,280,157.8539495287288,174.89825770301923,187.9513525891703,19.72882663842354,106.68610150915913,135.78306990654403,0.0,0.022466642625315544,0.4250631085467003
PSI,Suprachiasmatic nucleus,286,145.2858501004293,163.93208920790613,187.85245027052522,16.634208752282852,90.1008848884457,140.15405162262212,0.0,0.18932564010097366,0.34789037143887486
PSI,Bed nucleus of the anterior commissure,287,96.92265094874864,131.41958396761345,165.92096267875306,9.007822667234565,60.77540529271146,112.86593019252582,0.0,0.04082221420843851,0.14680851063829786
PSI,Bed nucleus of the accessory olfactory tract,292,138.94595077013213,166.07083324107467,183.482371261654,17.50630493892242,105.33053222151112,124.13070612831363,0.023332131265777135,0.2966822935448972,0.4019473494410386
PSI,Superior colliculus motor related,294,153.00102279722108,172.08632526497956,189.1720197911326,19.291425201654828,99.84757980802274,152.1618359270402,0.0,0.10108186080057699,0.39505950234403175
PSI,Basolateral amygdalar nucleus,295,164.73055081951077,176.41511803865805,192.39230747218463,21.711996599162596,115.82957078535902,158.61768471087188,0.0,0.0017790599831710493,0.45459790840245223
PSI,Magnocellular nucleus,298,148.0784505806098,169.69453742483603,192.31944276725721,16.64654591273977,106.85513106217552,163.97567326795573,0.0,0.005914172376487559,0.35294506551268184
PSI,Superior colliculus sensory related,302,142.64323329789283,163.1969986727985,189.1839782685359,18.38647955551819,109.2751965079182,115.86026900837018,0.0,0.009063589373722803,0.37631926914292585
PSI,Basomedial amygdalar nucleus,319,101.17315552354954,119.65021036925958,190.03959648765235,11.881854385645235,50.33056160963582,160.28752814657216,0.0,0.005156869816083664,0.1699242697439596
PSI,Suprageniculate nucleus,325,118.74708960103601,139.9847308388055,190.118767447489,15.138967630689475,78.72748521889744,161.0018228067227,0.030941218896501983,0.15935809592499098,0.4216516408222142
PSI,Primary somatosensory area barrel field,329,168.29080486456445,178.3800385710607,193.84173990421365,21.52776047441566,120.15658949407793,157.09911750534098,0.0,0.19931482149296792,0.4683014785430941
PSI,Accessory supraoptic group,332,91.62366517975784,122.43528750505683,179.77414196581282,9.864780807103193,51.010831908919286,133.0036352381465,0.015434547421565092,0.0723404255319149,0.3605481428056257
PSI,Septohippocampal nucleus,333,94.99004064092003,123.5080272860539,175.07702848231023,9.095283130841194,52.544158525054414,127.38877129528366,0.0,0.09707897583844212,0.2601153984853949
PSI,Primary somatosensory area lower limb,337,125.3641341009816,149.7983834889164,194.07388518475184,15.659483888089072,84.47463004083474,164.2899796110693,0.0047601875225387665,0.18139199423007574,0.44976559682654166
PSI,Subfornical organ,338,118.04987687717531,132.37979091094212,185.9386722651574,13.059430920113506,59.1688396308563,148.77417159979032,0.0,0.08862243058059863,0.23617021276595745
PSI,Primary somatosensory area mouth,345,167.3721165923062,179.7817556967656,194.2257045218534,21.97097641429941,121.89770963923324,163.7775372413571,0.0,0.2133429498737829,0.46631806707536966
PSI,Subparaventricular zone,347,123.53532108439083,147.53746980894303,178.5899868455404,12.335896207586881,79.491810047786,118.93480948504491,0.010205553552109628,0.21684096646231518,0.411503786512802
PSI,Subceruleus nucleus,350,156.62028240247187,174.03975595414573,194.2150413383098,20.350755371168994,112.85079454962089,163.42684570925675,0.0,0.004832311575910566,0.44908041831950957
PSI,Bed nuclei of the stria terminalis,351,167.09365402850378,176.70442371436366,190.63410139573003,18.93976957918604,115.48101390749568,158.9932280541997,0.0,0.36105902151700925,0.45805986296429857
PSI,Primary somatosensory area nose,353,155.40330170407196,174.45918870346438,188.01970669548922,16.99803255918004,103.30194633407497,146.92667518972044,0.0,0.013126577713667507,0.32152902993148214
PSI,Preparasubthalamic nucleus,356,164.2868387824593,177.2128942390405,190.07975326245645,20.943993325891675,116.84985224369852,149.02910924524096,0.0,0.003858636855391273,0.41936530833032815
PSI,Sublaterodorsal nucleus,358,156.18505814430415,165.687470333772,185.74187430629684,17.179717847115317,101.61179841362284,148.11202740142437,0.0,0.27508113956004326,0.39177785791561487
PSI,Primary somatosensory area trunk,361,122.16987300610229,151.00280031330087,191.12662074810964,18.04679945339171,94.90613857906263,117.88108537937794,0.0,0.02614496934727732,0.42005048683736024
PSI,Mediodorsal nucleus of thalamus,362,77.13441519623747,129.2997919897353,182.78806171179133,6.871167312360611,67.97685394139972,126.34954241652996,0.0041831950955643704,0.12607284529390553,0.4288135593220339
PSI,Parasubthalamic nucleus,364,106.40771591628177,122.61631970577494,182.49716596185547,13.405255032626531,52.24289933882463,140.90539051897534,0.0,0.09661016949152543,0.1879913451135954
PSI,Submedial nucleus of the thalamus,366,91.84059780890878,119.64446669705885,174.18725001529532,10.894408560252618,56.892050650240705,124.77589564116202,0.0,0.10306527226830148,0.3059502344031735
PSI,Primary somatosensory area upper limb,369,140.73922478413863,153.4645769781452,192.6624788545784,17.612454604763347,88.31525735239015,126.94360088387465,0.0,0.10793364587089795,0.3524702488279841
PSI,Infracerebellar nucleus,372,103.75972064645055,126.19057899576691,190.5065262933241,10.776665613249804,51.85689564455774,160.87786255289978,0.007645149657410747,0.09228272628921745,0.4326229114076211
PSI,Substantia nigra compact part,374,105.24947133354529,128.6179471692074,171.53339497693196,12.01630928691888,52.91600105916249,121.3251736331661,0.0,0.0,0.03836999639379733
PSI,Supplemental somatosensory area,378,156.30076702052833,174.81293728947406,188.09249075122665,17.07693477769146,103.89167471353159,147.31638595366215,0.0,0.32994951316263976,0.4717994951316264
PSI,Field CA1,382,90.36208636119117,133.04097076568925,162.95788560425063,7.748093839368022,66.54519246559761,89.13146439099428,0.0,0.07051929318427697,0.26112513523260006
PSI,Primary visual area,385,124.40551253778199,160.1538818536037,180.04086929451634,16.007237285156233,97.02079571490238,121.04496909499072,0.0,0.0019473494410385864,0.17901190046880636
PSI,Supraoptic nucleus,390,153.8428091823514,169.28794510091018,190.7400578254793,17.422571265725615,107.1006307811367,143.8884583809965,0.0007452818848419291,0.020555355210962856,0.40800576992426973
PSI,Anteromedial visual area,394,123.75513381616368,148.77592206773673,189.86853078537865,15.948701614432494,90.99640958823153,159.93767855681935,0.0,0.042718046468497244,0.35451376367351856
PSI,Medullary reticular nucleus,395,145.97672354823965,164.01662828159476,191.76151804709735,19.144799532456215,107.47738775212832,120.08848685618845,0.0,0.22477461233321314,0.41839163360980886
PSI,Superior olivary complex,398,168.07981866702318,178.14904824531823,193.6535522412973,21.506497955108607,119.73517821286542,156.14993928725565,0.0,0.19812477461233322,0.43692751532636137
PSI,Anterolateral visual area,402,80.96323579097007,123.84620719632018,179.67838891124933,7.107683999605515,55.81018550240157,134.6505507315282,0.0,0.057554994590696,0.2996033177064551
PSI,Medial amygdalar nucleus,403,111.68910028284805,128.5344037060703,187.50105162388797,8.780083505336904,52.876006853741956,145.01403592114457,0.0,0.0,0.09235485034258925
PSI,Lateral visual area,409,168.35896671429828,179.46613301218355,194.23982807525482,21.911590655156655,121.8013921588497,163.19785489469345,0.0,0.0023380213968025,0.45149657410746485
PSI,Field CA2,423,123.49273192622935,145.98765015709773,190.8140216398387,15.934089563750279,84.8769417671269,161.69323616967245,0.0,0.1901009736747205,0.44496934727731696
PSI,Posterolateral visual area,425,98.06661613290112,131.1226321128766,168.22613419622894,9.01567689224898,60.65824278333897,114.45838954470045,0.0,0.010205553552109628,0.1998918139199423
PSI,Spinal nucleus of the trigeminal oral part,445,167.18086420421244,180.25205169744115,194.14567777668265,21.99505326908248,121.52115448720409,164.68361640555406,0.0004796249549224667,0.02618103137396322,0.42980526505589617
PSI,Field CA3,463,89.34477322978137,129.7640673340967,158.79235622048614,9.151200009977954,58.038789811706074,107.7773383268001,0.013306887847097007,0.11236927515326361,0.2432383699963938
PSI,Medial geniculate complex,475,118.09589289097622,130.03472207650688,189.80048406166856,14.164188445561082,61.15931696614457,160.37814463221957,0.0,0.0038466161798293118,0.4012312606254186
PSI,Medial mammillary nucleus,491,115.7338140012492,135.61080677075824,176.20525890595383,10.072403781363818,57.683122091849334,123.40280700189189,0.0,0.04038946988820772,0.2404615939415795
PSI,Subiculum,502,151.90062785188195,171.84427305368837,193.8455743317519,19.17493611708518,106.44522368655464,162.2227323417019,1.8031013342949874e-05,0.0427695636494771,0.4279841327082582
PSI,Main olfactory bulb,507,160.76593529263437,178.22808393536837,191.05407668853206,18.37939483576151,111.70539521357102,161.93922636553097,0.0,0.311161197259286,0.46112513523260007
PSI,Medial preoptic nucleus,515,89.19014237628937,128.8862171539663,165.44284701026044,7.512201397549554,55.39166542369901,118.17115991566548,0.004002884962134872,0.08355571583122971,0.2631085467003246
PSI,Medial preoptic area,523,87.33434424607539,126.07040702759792,182.39662271736114,8.305746143650234,64.1889095954595,140.15117929158498,0.0,0.05106382978723404,0.3415073927154706
PSI,Medial pretectal area,531,97.95750542808727,132.3414624894287,163.71623869900523,9.854555391094094,56.77680865262485,110.99057380904361,0.0,0.03498016588532275,0.30926794085827625
PSI,posteromedial visual area,533,167.54567464666053,177.25589301057778,193.89152254304196,20.837149210048413,116.75522916741656,160.16567665893658,0.0,0.07324197619906239,0.4456184637576632
PSI,Central amygdalar nucleus,536,124.87679921124332,148.76534323895868,183.8361289048034,15.836930068426808,85.14375842883801,142.3483487915644,0.0,0.16213487197980528,0.316913090515687
PSI,Temporal association areas,541,159.4043618370277,175.37552176977826,186.74308832901318,20.194131459772585,108.88393901567053,142.23927603172757,0.02307969707897584,0.3564010097367472,0.44468085106382976
PSI,Medial septal nucleus,564,133.7826103159127,159.4844761092849,187.37427997113264,16.29242672344339,89.29326280301932,151.86960987004724,0.0,0.21950955643707176,0.40468806346916697
PSI,Postpiriform transition area,566,103.57561356813193,128.9181164714723,173.3270453582121,10.689388012563924,53.718948644272885,125.16662619863544,0.0,0.06346916696718356,0.30447169130905155
PSI,Tegmental reticular nucleus,574,130.20278143056208,152.87958178435701,192.20692530220248,17.481270484293436,87.3221349267005,126.0057044320084,0.0,0.07609087630724846,0.40566173818968626
PSI,Central lateral nucleus of the thalamus,575,126.12166052357944,154.2356785652687,191.06822103287737,17.158816270626488,86.65268859349048,127.98662637507577,0.0,0.002271907681211684,0.35073927154706097
PSI,Accessory facial motor nucleus,576,100.23971207163156,148.50276485905056,192.1153835254638,15.645758305804263,82.092854034078,117.49831241618003,0.0,0.13404255319148936,0.4031373963216733
PSI,Taenia tecta,589,127.37266397438313,153.13730838372652,189.07002397984314,16.141762999322108,92.25313398653799,158.62572978158886,0.0,0.0,0.4076571703329722
PSI,Central linear nucleus raphe,591,102.89700815508327,135.1178873288915,190.96206953830506,6.653658762555394,58.06102262475305,150.98539680648534,0.0,0.06318067075369636,0.4014064190407501
PSI,Diagonal band nucleus,596,125.68294118740427,153.62179598671347,181.9805015973323,14.795664075010876,84.34390414500665,137.6465976358148,0.0,0.03400649116480346,0.3686260367832672
PSI,Central medial nucleus of the thalamus,599,151.4789766221237,163.80095273031185,183.45340235025856,16.563875346032084,98.13184835562623,141.42614577882074,0.03523260007212405,0.30674359899026327,0.4142805625676163
PSI,Subparafascicular area,609,151.48370791449915,170.03471148524977,193.89341793622617,20.60279072541266,113.57115710415121,163.042238691394,0.0,0.24832311575910565,0.46729174179588895
PSI,Nucleus of the lateral lemniscus,612,149.91424085825517,166.7650450699124,193.4744247272905,17.46418324294307,106.7630955240064,132.71176658231602,0.0,0.0071222502704652,0.40988099531193656
PSI,Tuberal nucleus,614,156.53281713795556,173.93092296034098,193.93226795013842,18.518704057630615,112.2047730739838,145.8810661596514,0.00021637216011539847,0.17821853588171654,0.4304002884962135
PSI,Cuneiform nucleus,616,117.00252866369041,155.04931595596543,184.0485911537898,14.213327894545726,81.76575117621591,134.11910165447603,0.002596465921384782,0.16357735304724125,0.405048683736026
PSI,Nucleus of the lateral olfactory tract,619,148.21079627472898,167.28932885713073,194.17334002025945,19.776799547610693,113.05565346497542,163.22636206660283,0.0,0.009325039067195577,0.43386945546339706
PSI,Motor nucleus of trigeminal,621,123.24717930215307,152.75727163010197,194.10086937104958,13.797226856440517,85.51994486030625,131.1646234419848,0.0,0.005048683736025965,0.4318067075369636
PSI,Cortical amygdalar area anterior part,639,165.45286899209606,177.03751776523245,192.83836769506405,21.76878470259172,117.4665634309703,159.84220251042407,0.0,0.1568698160836639,0.43555715831229713
PSI,Nucleus of the trapezoid body,642,123.02548484709456,145.92789397064752,185.16427228382565,11.959587704628166,81.86780222736472,128.61885397486756,0.0,0.13804543815362424,0.46314460872701047
PSI,Cortical amygdalar area posterior part,647,163.18478039596752,175.9766276853399,190.75804570936117,21.268592052133133,114.63944716996514,149.03807319043608,0.0,0.11096285611251352,0.38265416516408224
PSI,Nucleus of the solitary tract,651,102.97452507340228,144.33042373316255,174.19517669304503,11.618833277873389,65.7884525050068,111.31820384456448,3.606202668589975e-05,0.062351244139920665,0.34597908402452215
PSI,Abducens nucleus,653,105.32696116106187,126.40302294457962,175.04526019579035,12.194994597537303,52.26503492316231,125.62611365635851,0.0,0.10562567616300036,0.3094121889650198
PSI,Facial motor nucleus,661,103.6634761962681,139.05218140280084,181.06563378009193,9.633389922082623,82.30069701687242,121.15687438310339,0.005403293665103979,0.0867652362062748,0.2970068517850703
PSI,Caudoputamen,672,129.2418910575935,159.83371121470594,183.93365185500687,16.9442056764886,96.68204091761626,114.23331966398122,0.0,0.04186801298232961,0.35228993869455466
PSI,Visceral area,677,163.1967075579838,179.24224345663222,193.6915286108221,21.79344258245667,119.87980182072587,163.40354226888596,0.0,0.1694915254237288,0.46480346195456185
PSI,Superior central nucleus raphe,679,118.43809517061086,138.21588212363724,191.52822408435466,14.615035555114892,77.723322946259,163.69132224113554,0.0,0.10389469888207717,0.41666065632888566
PSI,Ventral medial nucleus of the thalamus,685,123.00788935967975,147.82329558366553,189.3708903825776,11.680905063624976,79.95084567501993,116.03766634629761,0.0,0.00980887125856473,0.19177785791561486
PSI,Ventrolateral preoptic nucleus,689,90.53362682207631,121.66543145650695,160.64400986940177,9.962975215655895,60.1346286451311,109.57484414533903,0.020735665344392355,0.12008654886404616,0.2530833032816444
PSI,Ventromedial hypothalamic nucleus,693,96.81022560872319,127.49008024470405,184.354129600814,9.690476268809334,53.78009521055095,143.09687601646183,0.0,0.0995672556797692,0.380201947349441
PSI,Olivary pretectal nucleus,706,134.95440874208188,157.624515819218,189.0199613949532,18.564171727958524,100.56111119813275,115.86026900837015,0.0,0.003137396321673278,0.223746844572665
PSI,Cuneate nucleus,711,83.03826742893622,129.61468733237098,173.35652441159172,6.269508501051521,61.38927895479101,110.64986001847272,0.007573025604038947,0.09736747205192932,0.34915254237288135
PSI,Ventral posterolateral nucleus of the thalamus,718,92.26561031796354,136.07485583320283,183.16922345050685,8.223052422448397,76.30932141905355,134.9012860370253,0.0,0.01878831590335377,0.41943743238369996
PSI,Dentate gyrus,726,153.60652890352586,171.08393255601192,188.77883284273892,17.815214502036216,100.87295780501708,157.63941226005971,0.0,0.11868012982329607,0.3602596465921385
PSI,Orbital area medial part,731,123.25636386650012,153.0987499720454,194.1366330939017,13.788808838154553,85.31074944540964,136.76115398309275,0.0,0.10602235845654526,0.36462315182113236
PSI,Ventral posteromedial nucleus of the thalamus,733,92.02669636679511,136.97579968311373,158.13527090911413,8.857183995121066,58.518182055199745,105.56693217273163,0.0,0.09069599711503787,0.2129102055535521
PSI,Orbital area ventrolateral part,746,142.93720916389452,154.53100153448054,193.51574306569734,17.918666626677222,91.26187790420862,124.66470103274214,0.0,0.16262170934006492,0.33818968626036783
PSI,Ventral tegmental area,749,106.90993372073348,148.38204478355885,188.85570850450452,14.271079358732024,77.27934416073202,115.06593452636494,0.001111912489481909,0.05910566173818969,0.34908041831950953
PSI,Olfactory tubercle,754,103.82934899593188,133.53878618309926,172.48553699776093,9.805035192299014,57.31543286459073,107.05172355645223,1.2020675561966582e-05,0.04680851063829787,0.1884601514605121
PSI,Ventral tegmental nucleus,757,107.27146947352811,132.23735892337106,170.10082445194297,10.678407188838934,60.359894978755776,113.60162002718194,0.0,0.10977280923187883,0.2699963937973314
PSI,Vascular organ of the lamina terminalis,763,91.89129795994555,137.59024129098526,162.82468748276014,8.751149069565178,62.721136842318344,95.37687174469599,0.005156869816083664,0.1291020555355211,0.32124053371799494
PSI,Nucleus x,765,99.29267568125917,139.19901500257026,165.6105341421136,9.423588723480595,74.72749610362338,98.70329268456042,0.0,0.09289578074287776,0.24951316263974035
PSI,Hypoglossal nucleus,773,153.9666264851686,171.44077326503066,187.5687153019701,16.653120259933406,107.05028693592611,144.70124847385438,0.0,0.02560403894698882,0.43678326721961774
PSI,Posterior amygdalar nucleus,780,82.55109712663051,124.26817673358221,180.23312834439162,6.089753077719122,65.4092362068912,122.04658699714203,0.002163721601153985,0.17760548142805627,0.4044716913090516
PSI,Nucleus y,781,99.79883188278271,133.95203482642916,173.7954774948368,9.089940472027704,63.04480206907418,121.03899410488579,0.0,0.07446808510638298,0.30915975477821855
