drug,region,region_id,wdeg_lo,wdeg_med,wdeg_hi,closeness_lo,closeness_med,closeness_hi,betweenness_lo,betweenness_med,betweenness_hi
PSI,Piriform-amygdalar area,788,163.85727956503007,175.86971228767405,190.4341109243521,19.783460625924498,113.52257976323972,145.57602662640147,0.0,0.3351785070320952,0.4681211684096646
PSI,Periaqueductal gray,795,145.71907973777374,167.04300492089632,194.14026145909492,18.847828543991632,110.62667960730954,133.11604082376186,0.0,0.15535521096285612,0.4163000360620267
PSI,Zona incerta,797,127.60493929395105,156.736037234758,194.08190249949612,14.26025379565641,85.91014738114652,164.83622910283813,0.0,0.1064100252434187,0.1576631806707537
PSI,Dorsal peduncular area,814,123.92312323716845,146.69426279193829,187.3773015274404,17.214452955292828,76.63761059593412,151.95329047173607,0.0,0.1588892895780743,0.37659574468085105
PSI,Dorsomedial nucleus of the hypothalamus,830,123.14928975105299,155.6557670948862,185.80729824418574,17.549355595804165,99.24846078038038,111.22730551733027,0.0,0.1451135953840606,0.36678687342228633
PSI,Dorsal motor nucleus of the vagus nerve,839,148.06352547954248,162.42540235233932,181.04666442478663,14.728571937271116,93.85836187691154,131.94374876152756,0.0034499338862844227,0.2434547421565092,0.41655247024882797
PSI,Parasubiculum,843,94.80391949558708,141.27568681123893,158.4700261259114,8.258163049995431,61.39902383331207,89.2548148610993,0.0,0.007464839523981248,0.14720519293184278
PSI,Dentate nucleus,846,78.59393454296347,121.79235647864309,178.53837119978107,7.378489299188454,60.13407000229463,133.99244070391347,0.0,0.008294266137756943,0.11630003606202668
PSI,Parvicellular reticular nucleus,852,76.10815587650795,117.84508646950317,184.8491286754757,6.395874227493039,57.20231256699239,139.27503324989246,0.0,0.06631806707536964,0.45593220338983054
PSI,Parasolitary nucleus,859,124.82064802268721,147.10459780824374,194.14009616746952,15.419747151632787,84.92793051827266,121.74759178454599,0.0,0.03725207356653444,0.1983411467724486
PSI,Parabrachial nucleus,867,145.25128429866322,163.88219657691957,192.40782701045873,19.30587539103761,105.97805096558456,124.2852724677246,0.0,0.11947349441038586,0.304327443202308
PSI,Dorsal nucleus raphe,872,118.37891313969548,136.02106898705694,194.08190249949615,14.187712052954812,72.96053103282159,164.83622910283816,0.0,0.1064100252434187,0.18993869455463397
PSI,Parabigeminal nucleus,874,154.46380463484493,171.13447213910598,194.23819403631973,20.161974160141288,112.56286831402699,161.1964768465587,0.0,0.01720158672917418,0.3869816083663902
PSI,Retrosplenial area dorsal part,879,169.9869944668551,180.45937335459888,194.0337245212054,20.969251226948696,121.71629061362773,164.90870813586068,0.0,0.4182473855030653,0.47345834835917777
PSI,Dorsal tegmental nucleus,880,110.44197422751769,141.64751617405318,175.04318135467,9.714032669200934,72.08984639818885,98.75681125440533,0.010421925712225028,0.15290299314821493,0.29877389109267943
PSI,Retrosplenial area ventral part,886,142.37588160368426,169.56604096970358,186.3600976582926,14.40983283347478,103.93330642077152,146.36723468458788,0.0,0.20411107104219256,0.4617742517129463
PSI,Retrosplenial area lateral agranular part,894,164.26055604013146,180.39865175514615,194.0857368617509,21.71465216384969,121.88335360381714,164.85110910451112,0.0,0.02116093967338107,0.4423728813559322
PSI,Ectorhinal area,895,122.52138447886901,149.5082029446616,181.65376081578387,11.737858525352365,77.57137161266135,121.56407277187236,0.0,0.08910926794085827,0.3551388388027407
PSI,External cuneate nucleus,903,151.33278940848567,166.40907139725536,190.8872948408241,17.23846130141842,102.33874152958316,141.4186307776748,0.0,0.015578795528308691,0.36461714148335134
PSI,Paracentral nucleus,907,113.67789784991427,138.46922987992502,174.9121982660261,11.857546746699043,66.25291464422529,127.46415179783318,0.0,0.09322033898305085,0.3572664983772088
