drug,region,region_id,delta_eg,is_articulation_point,residual_gc
KET,Edinger-Westphal nucleus,975,0.5338859870598398,False,
KET,Paragigantocellular reticular nucleus lateral part,978,0.19098721079915038,False,
KET,Dorsal premammillary nucleus,980,-0.2970478516582844,False,
KET,Fasciola cinerea,982,-0.023814372089930202,False,
KET,Primary motor area,985,-0.0077495142206842615,False,
KET,Fastigial nucleus,989,-0.30029043828842106,False,
KET,Secondary motor area,993,-0.37494510686278204,False,
KET,Fundus of striatum,998,-0.38674426814018403,False,
KET,Primary auditory area,1002,0.11015595616495233,False,
KET,Ventral premammillary nucleus,1004,-0.19739750888390262,False,
KET,Simple lobule,1007,-0.3340074312346104,False,
KET,fiber tracts,1009,1.053079466726338,False,
KET,Dorsal auditory area,1011,-0.007876602522053133,False,
KET,Ansiform lobule,1017,-0.38796552596637923,False,
KET,Ventral auditory area,1018,-0.008713289812639857,False,
KET,Posterior complex of the thalamus,1020,0.5574773337187366,False,
KET,Paramedian lobule,1025,-0.2445094741795657,True,0.673728813559322
KET,Posterior auditory area,1027,0.009778307185591473,False,
KET,Posterior limiting nucleus of the thalamus,1029,-0.2124866861583925,False,
KET,Copula pyramidis,1033,-0.3455598998572711,False,
KET,Postsubiculum,1037,-0.2890553481233269,True,0.673728813559322
KET,Paraflocculus,1041,-0.30059130916858123,False,
KET,Flocculus,1049,-0.25362670505511176,False,
KET,Gustatory areas,1057,-0.059633868363278,False,
KET,Parapyramidal nucleus,1069,0.3104432199204368,False,
KET,Presubiculum,1084,-0.10509949937024032,True,0.6483050847457628
KET,Medullary reticular nucleus dorsal part,1098,-0.2503753059180909,False,
KET,Intercalated amygdalar nucleus,1105,-0.40086113706720994,False,
KET,Medullary reticular nucleus ventral part,1107,-0.24941576292022916,False,
KET,Parastrial nucleus,1109,-0.38064925885987577,False,
KET,Interanteromedial nucleus of the thalamus,1120,-0.035970936486052096,False,
KET,Tuberomammillary nucleus dorsal part,1126,-0.331806951980397,False,
KET,Median eminence,10671,-0.19649936598095508,False,
SAL,Tuberomammillary nucleus ventral part,1,0.8128689075944919,False,
SAL,Inferior colliculus,4,0.2474491074576406,False,
SAL,Principal sensory nucleus of the trigeminal,7,-0.3140959405851689,False,
SAL,Interfascicular nucleus raphe,12,-0.13787038237873617,False,
SAL,Induseum griseum,19,0.10243798261983272,False,
SAL,Anterior amygdalar area,23,-0.30822918383208986,False,
SAL,Intergeniculate leaflet of the lateral geniculate complex,27,-0.3238480991123467,False,
SAL,Periventricular hypothalamic nucleus anterior part,30,0.677190548072879,False,
SAL,Paraventricular hypothalamic nucleus,38,0.2214523052817441,False,
SAL,Anterior cingulate area dorsal part,39,-0.03510775928408805,False,
SAL,Infralimbic area,44,-0.0033381305792943294,False,
SAL,Anterior cingulate area ventral part,48,0.057802899527587215,False,
SAL,Nucleus accumbens,56,-0.09954527983921224,False,
SAL,Paraventricular hypothalamic nucleus descending division,63,0.9001866201432023,False,
SAL,Lateral terminal nucleus of the accessory optic tract,66,-0.2580138804944525,True,0.5296610169491526
SAL,Anterodorsal preoptic nucleus,72,-0.22298751881843515,False,
SAL,Dorsal terminal nucleus of the accessory optic tract,75,-0.24335627797599813,False,
SAL,Inferior olivary complex,83,-0.2642797510779147,False,
SAL,Anterior hypothalamic nucleus,88,-0.1950742832048391,False,
SAL,Interposed nucleus,91,-0.22835300747519938,True,0.5296610169491526
SAL,Dorsal cochlear nucleus,96,0.5429223604612261,False,
SAL,Interpeduncular nucleus,100,0.5746099511374609,False,
SAL,Ventral cochlear nucleus,101,-0.301398068199795,False,
SAL,Agranular insular area dorsal part,104,0.3937367659887414,False,
SAL,Inferior salivatory nucleus,106,0.23869587272550064,False,
SAL,Agranular insular area posterior part,111,-0.1854451939418027,False,
SAL,Trochlear nucleus,115,0.2018717352064101,False,
SAL,Periventricular hypothalamic nucleus intermediate part,118,-0.19165849421418102,False,
SAL,Agranular insular area ventral part,119,0.0209064008527875,True,0.5127118644067796
SAL,Periventricular hypothalamic nucleus posterior part,126,0.4008199468988636,False,
SAL,Anteromedial nucleus,127,0.4528962348831769,False,
SAL,Midbrain reticular nucleus,128,0.38609588370316317,False,
SAL,Nucleus ambiguus,135,-0.27414430635587195,False,
SAL,Intermediate reticular nucleus,136,0.22600331056335676,False,
SAL,Pontine reticular nucleus,146,0.879106385872511,False,
SAL,Locus ceruleus,147,0.9743615439296462,False,
SAL,Paraventricular nucleus of the thalamus,149,0.5938948868658116,False,
SAL,Accessory olfactory bulb,151,0.15622420321980712,False,
SAL,Lateral dorsal nucleus of thalamus,155,0.16044013642712684,False,
SAL,Anterior olfactory nucleus,159,0.6597334371844212,False,
SAL,Nucleus prepositus,169,0.5396647115941278,False,
SAL,Dorsal part of the lateral geniculate complex,170,0.07596147828191846,False,
SAL,Retrochiasmatic area,173,-0.3224511750147343,False,
SAL,Nucleus of Roller,177,-0.25349861567121934,False,
SAL,Ventral part of the lateral geniculate complex,178,-0.06578544264073827,False,
SAL,Nucleus of reuniens,181,0.22153611175846777,False,
SAL,Frontal pole cerebral cortex,184,-0.13682154318061635,False,
SAL,Lateral habenula,186,-0.3137066021790176,True,0.5296610169491526
SAL,Rhomboid nucleus,189,0.738712193143158,False,
SAL,Lateral hypothalamic area,194,0.31075292584169034,False,
SAL,Rostral linear nucleus raphe,197,-0.08055263279808855,False,
SAL,Medial vestibular nucleus,202,-0.2636961031407026,False,
SAL,Linear nucleus of the medulla,203,-0.008015448074722542,False,
SAL,Nucleus raphe magnus,206,0.22629444947357058,False,
SAL,Area postrema,207,-0.1690464377401497,True,0.5296610169491526
SAL,Lateral vestibular nucleus,209,0.3428150117983648,False,
SAL,Lateral mammillary nucleus,210,0.5436443498977468,False,
SAL,Red nucleus,214,-0.2791626272363743,False,
SAL,Anterior pretectal nucleus,215,-0.32556331853895415,False,
SAL,Superior vestibular nucleus,217,-0.16956363278329434,False,
SAL,Lateral posterior nucleus of the thalamus,218,-0.0950374367022988,False,
SAL,Lateral preoptic area,226,-0.2854758247702307,False,
SAL,Nucleus raphe pallidus,230,-0.2586330611008876,False,
SAL,Anterior tegmental nucleus,231,-0.34690688276625536,False,
SAL,Lateral reticular nucleus,235,0.0005354334475455858,False,
SAL,Nucleus raphe pontis,238,-0.3379292133590539,False,
SAL,Midbrain reticular nucleus retrorubral area,246,-0.3235116296964904,False,
SAL,Lateral septal nucleus caudal (caudodorsal) part,250,0.3042687925636045,False,
SAL,Lateral septal nucleus rostral (rostroventral) part,258,-0.2500634123471528,False,
SAL,Reticular nucleus of the thalamus,262,-0.33350222184323286,False,
SAL,Anteroventral preoptic nucleus,263,-0.2602526818384163,False,
SAL,Anteroventral periventricular nucleus,272,-0.33037587165375726,False,
SAL,Barrington's nucleus,280,-0.2536921967972958,False,
SAL,Suprachiasmatic nucleus,286,-0.32785491288888124,False,
SAL,Bed nucleus of the anterior commissure,287,-0.15192718317015164,False,
SAL,Bed nucleus of the accessory olfactory tract,292,-0.30474277723967447,True,0.5296610169491526
SAL,Superior colliculus motor related,294,0.18948404670455687,False,
SAL,Basolateral amygdalar nucleus,295,-0.04894393197130853,False,
SAL,Magnocellular nucleus,298,-0.12413463525694368,False,
SAL,Superior colliculus sensory related,302,0.23752336067965274,False,
SAL,Basomedial amygdalar nucleus,319,-0.31990011938867724,False,
SAL,Suprageniculate nucleus,325,-0.2865916745152006,False,
SAL,Primary somatosensory area barrel field,329,0.00869334706539604,False,
SAL,Accessory supraoptic group,332,-0.07268509201141882,False,
SAL,Septohippocampal nucleus,333,-0.29352033675042577,False,
SAL,Primary somatosensory area lower limb,337,-0.052319202681907484,False,
SAL,Subfornical organ,338,0.09281518146541146,False,
SAL,Primary somatosensory area mouth,345,0.2753760511538985,False,
SAL,Subparaventricular zone,347,-0.2985109911781407,False,
SAL,Subceruleus nucleus,350,-0.062347281881343974,False,
SAL,Bed nuclei of the stria terminalis,351,0.07253014430060745,False,
SAL,Primary somatosensory area nose,353,0.550080755382325,False,
SAL,Preparasubthalamic nucleus,356,0.3386672474213839,False,
SAL,Sublaterodorsal nucleus,358,-0.16460572335288504,False,
SAL,Primary somatosensory area trunk,361,-0.35149044581653044,False,
SAL,Mediodorsal nucleus of thalamus,362,-0.06185820102375317,False,
SAL,Parasubthalamic nucleus,364,0.57069779310131,False,
SAL,Submedial nucleus of the thalamus,366,0.21622265429886056,False,
SAL,Primary somatosensory area upper limb,369,-0.23374935993149393,True,0.5296610169491526
SAL,Infracerebellar nucleus,372,-0.23876505739722376,False,
SAL,Substantia nigra compact part,374,-0.058927141147989914,False,
SAL,Supplemental somatosensory area,378,0.6579296419441647,False,
SAL,Field CA1,382,-0.29588254810575876,False,
SAL,Primary visual area,385,0.04209473133887798,False,
SAL,Supraoptic nucleus,390,-0.29582283001920473,False,
SAL,Anteromedial visual area,394,-0.0996957434473913,False,
SAL,Medullary reticular nucleus,395,0.29242658274135636,False,
SAL,Superior olivary complex,398,0.24119845385873617,False,
SAL,Anterolateral visual area,402,-0.2437560051290717,False,
SAL,Medial amygdalar nucleus,403,0.1528810263908298,False,
SAL,Lateral visual area,409,0.5424626270149204,False,
SAL,Field CA2,423,0.6457959744282888,False,
SAL,Posterolateral visual area,425,-0.18782017812846163,False,
SAL,Spinal nucleus of the trigeminal oral part,445,0.22805248899123853,False,
SAL,Field CA3,463,-0.3114791666441761,False,
SAL,Medial geniculate complex,475,-0.04986378263047442,True,0.4703389830508475
SAL,Medial mammillary nucleus,491,-0.30929201912303483,False,
SAL,Subiculum,502,-0.11816947503219666,True,0.5296610169491526
SAL,Main olfactory bulb,507,0.035811540192987934,False,
SAL,Medial preoptic nucleus,515,0.1776639581520456,False,
SAL,Medial preoptic area,523,0.02763964184541834,False,
SAL,Medial pretectal area,531,0.29121774509680165,False,
SAL,posteromedial visual area,533,0.13234762125853905,False,
SAL,Central amygdalar nucleus,536,0.1686170425431257,True,0.5
SAL,Temporal association areas,541,-0.22896590961441632,False,
SAL,Medial septal nucleus,564,0.5204687582012824,False,
SAL,Postpiriform transition area,566,0.38358967744213146,False,
SAL,Tegmental reticular nucleus,574,-0.14852667342945125,False,
SAL,Central lateral nucleus of the thalamus,575,-0.08409745125443635,True,0.5296610169491526
SAL,Accessory facial motor nucleus,576,-0.2065547406294641,False,
SAL,Taenia tecta,589,0.02099018938860553,False,
SAL,Central linear nucleus raphe,591,-0.3230150668727205,False,
SAL,Diagonal band nucleus,596,-0.2853159436222228,False,
SAL,Central medial nucleus of the thalamus,599,-0.09823961896270106,False,
SAL,Subparafascicular area,609,-0.12327689499579719,False,
SAL,Nucleus of the lateral lemniscus,612,-0.1560933113222589,True,0.5296610169491526
SAL,Tuberal nucleus,614,-0.19477584253834124,True,0.5296610169491526
SAL,Cuneiform nucleus,616,-0.2606506860486917,False,
SAL,Nucleus of the lateral olfactory tract,619,-0.2577174443051504,False,
SAL,Motor nucleus of trigeminal,621,0.09587557958522552,False,
SAL,Cortical amygdalar area anterior part,639,0.8814120358602509,False,
SAL,Nucleus of the trapezoid body,642,0.7166656986780069,False,
SAL,Cortical amygdalar area posterior part,647,-0.2632188218314937,False,
SAL,Nucleus of the solitary tract,651,0.5187715308218515,False,
SAL,Abducens nucleus,653,0.054727090639467235,True,0.4661016949152542
SAL,Facial motor nucleus,661,0.2721433125086392,False,
SAL,Caudoputamen,672,-0.33937212429898267,False,
SAL,Visceral area,677,-0.18466758862184207,False,
SAL,Superior central nucleus raphe,679,-0.31763570109668393,False,
SAL,Ventral medial nucleus of the thalamus,685,0.004851718791734072,False,
SAL,Ventrolateral preoptic nucleus,689,-0.03772008488538603,False,
SAL,Ventromedial hypothalamic nucleus,693,-0.24631488133266544,False,
SAL,Olivary pretectal nucleus,706,0.021077665116777666,False,
SAL,Cuneate nucleus,711,0.06035168236977739,False,
SAL,Ventral posterolateral nucleus of the thalamus,718,-0.15127396922957814,False,
SAL,Dentate gyrus,726,0.5377811850425687,False,
SAL,Orbital area medial part,731,0.09564944746549742,False,
SAL,Ventral posteromedial nucleus of the thalamus,733,-0.13718129976856375,False,
SAL,Orbital area ventrolateral part,746,-0.16403326874423385,False,
SAL,Ventral tegmental area,749,0.08993501677379356,False,
SAL,Olfactory tubercle,754,-0.2779672433611182,False,
SAL,Ventral tegmental nucleus,757,0.9119852692671486,False,
SAL,Vascular organ of the lamina terminalis,763,-0.30326020072357096,False,
SAL,Nucleus x,765,0.006602021357650756,False,
SAL,Hypoglossal nucleus,773,-0.21833517762699728,False,
SAL,Posterior amygdalar nucleus,780,-0.13766793136787214,False,
SAL,Nucleus y,781,-0.2950644858330378,False,
SAL,Piriform-amygdalar area,788,0.9794054003402053,False,
SAL,Periaqueductal gray,795,0.704036232144567,False,
SAL,Zona incerta,797,-0.19578749508010418,False,
SAL,Dorsal peduncular area,814,0.4460552056257967,False,
SAL,Dorsomedial nucleus of the hypothalamus,830,-0.1465826044855234,True,0.5296610169491526
SAL,Dorsal motor nucleus of the vagus nerve,839,0.8702959341800209,False,
SAL,Parasubiculum,843,0.2071611662585724,False,
SAL,Dentate nucleus,846,-0.2340710954482006,True,0.5296610169491526
SAL,Parvicellular reticular nucleus,852,-0.010022177010661437,False,
SAL,Parasolitary nucleus,859,0.13336272714703767,False,
SAL,Parabrachial nucleus,867,0.1758183082227518,False,
SAL,Dorsal nucleus raphe,872,-0.34085332532558965,False,
SAL,Parabigeminal nucleus,874,-0.2776543539615872,False,
SAL,Retrosplenial area dorsal part,879,-0.2286601489173279,False,
SAL,Dorsal tegmental nucleus,880,-0.31046735966308603,False,
SAL,Retrosplenial area ventral part,886,-0.22992850901413675,False,
SAL,Retrosplenial area lateral agranular part,894,-0.05671027819243335,False,
SAL,Ectorhinal area,895,0.024488046447380896,False,
SAL,External cuneate nucleus,903,-0.2606600164589423,False,
SAL,Paracentral nucleus,907,0.09266687566878318,False,
SAL,Lingula (I),912,-0.06672291655523566,False,
SAL,Entorhinal area lateral part,918,0.44383763699779166,False,
SAL,Central lobule,920,0.3837236964728774,False,
SAL,Perirhinal area,922,0.13341504375897983,True,0.5084745762711864
SAL,Entorhinal area medial part dorsal zone,926,-0.28050432921298807,False,
SAL,Culmen,928,0.6160684460959587,False,
SAL,Parafascicular nucleus,930,0.08802014190316498,False,
SAL,Pontine gray,931,0.21520143099604638,False,
SAL,Declive (VI),936,0.6731427858347274,False,
SAL,Folium-tuber vermis (VII),944,-0.3322485231317387,False,
SAL,Posterior hypothalamic nucleus,946,-0.31683556651219646,False,
SAL,Pyramus (VIII),951,-0.06225962611620872,False,
SAL,Uvula (IX),957,0.5554453233071328,False,
SAL,Piriform area,961,0.3507785664040739,False,
SAL,Nodulus (X),968,-0.0074365107041529654,True,0.5296610169491526
SAL,Paragigantocellular reticular nucleus dorsal part,970,0.26277082338123137,False,
SAL,Prelimbic area,972,0.7766245233208195,False,
SAL,Edinger-Westphal nucleus,975,0.14778479389732269,False,
SAL,Paragigantocellular reticular nucleus lateral part,978,0.46607994828909227,False,
SAL,Dorsal premammillary nucleus,980,0.7935575450547674,False,
SAL,Fasciola cinerea,982,-0.10438176754814066,False,
SAL,Primary motor area,985,0.6707235780036882,False,
SAL,Fastigial nucleus,989,-0.27547214652458507,False,
SAL,Secondary motor area,993,0.6307043850387615,False,
SAL,Fundus of striatum,998,-0.08782833109743393,False,
SAL,Primary auditory area,1002,-0.14751531221919123,False,
SAL,Ventral premammillary nucleus,1004,0.7458755685984784,False,
SAL,Simple lobule,1007,0.5491028545202283,False,
SAL,fiber tracts,1009,0.9343087062059752,False,
SAL,Dorsal auditory area,1011,-0.20682189516443827,False,
SAL,Ansiform lobule,1017,0.09308920003419274,False,
SAL,Ventral auditory area,1018,-0.13300377860304735,False,
SAL,Posterior complex of the thalamus,1020,-0.311624238692751,False,
SAL,Paramedian lobule,1025,0.8025231315517942,False,
SAL,Posterior auditory area,1027,0.5192044889321465,False,
SAL,Posterior limiting nucleus of the thalamus,1029,0.24992993268926966,False,
SAL,Copula pyramidis,1033,-0.04506502529395817,False,
SAL,Postsubiculum,1037,-0.08267704266330611,True,0.5211864406779662
SAL,Paraflocculus,1041,0.28779776398620527,False,
SAL,Flocculus,1049,0.23116573513101457,False,
SAL,Gustatory areas,1057,0.09790176246390558,False,
SAL,Parapyramidal nucleus,1069,0.11700446234046069,False,
SAL,Presubiculum,1084,-0.29880018986462176,False,
SAL,Medullary reticular nucleus dorsal part,1098,0.45041377629402035,False,
SAL,Intercalated amygdalar nucleus,1105,-0.2408608047180678,False,
SAL,Medullary reticular nucleus ventral part,1107,0.29113980577059095,False,
SAL,Parastrial nucleus,1109,0.16676156050522906,False,
SAL,Interanteromedial nucleus of the thalamus,1120,-0.17200377566943814,False,
SAL,Tuberomammillary nucleus dorsal part,1126,-0.19054968498948455,False,
SAL,Median eminence,10671,0.6077626284271958,False,
