drug,region1,region2,weight,distance
KET,Bed nucleus of the anterior commissure,Retrosplenial area lateral agranular part,0.9954296158571847,0.00458086028059133
KET,Bed nucleus of the anterior commissure,Lateral visual area,0.9949085291547756,0.005104476547124477
KET,Bed nucleus of the accessory olfactory tract,Piriform-amygdalar area,0.9983269704425589,0.0016744306343045223
KET,Bed nucleus of the accessory olfactory tract,Medial amygdalar nucleus,0.9975133950777572,0.0024897016589014247
KET,Bed nucleus of the accessory olfactory tract,Accessory facial motor nucleus,0.9966037602233793,0.003402020090195572
KET,Bed nucleus of the accessory olfactory tract,Paracentral nucleus,0.9947302862807769,0.005283647633949617
KET,Superior colliculus motor related,Parafascicular nucleus,0.9998720628117859,0.00012794537287428648
KET,Superior colliculus motor related,Subiculum,0.996454404324899,0.003551896196589826
KET,Superior colliculus motor related,Posterior auditory area,0.9952961830706314,0.004714914691123407
KET,Superior colliculus motor related,Field CA2,0.9945407126156625,0.005474243752621692
KET,Basolateral amygdalar nucleus,Medial preoptic nucleus,0.9984062960463673,0.0015949752506722048
KET,Basolateral amygdalar nucleus,Nucleus of the lateral lemniscus,0.9978452117551534,0.00215711314141026
KET,Basolateral amygdalar nucleus,Primary visual area,0.9972886973512293,0.002714984887078327
KET,Basolateral amygdalar nucleus,Perirhinal area,0.9958328048981026,0.00417590205687828
KET,Basolateral amygdalar nucleus,Anterolateral visual area,0.994926551844672,0.005086361789706571
KET,Basolateral amygdalar nucleus,Supraoptic nucleus,0.994273278888118,0.005743181652595076
KET,Magnocellular nucleus,Prelimbic area,0.9999240877437291,0.00010000500033334732
KET,Magnocellular nucleus,Primary somatosensory area barrel field,0.9989486850036784,0.0010518680155646102
KET,Magnocellular nucleus,Anterolateral visual area,0.9962871783897199,0.0037197312405535072
KET,Magnocellular nucleus,Perirhinal area,0.9957752193014111,0.004233730300195022
KET,Magnocellular nucleus,Suprageniculate nucleus,0.9950231159326189,0.004989310000320815
KET,Magnocellular nucleus,Retrosplenial area ventral part,0.994539396974383,0.005475566616666365
KET,Superior colliculus sensory related,Subceruleus nucleus,0.9994146305710788,0.0005855408244950863
KET,Superior colliculus sensory related,Supplemental somatosensory area,0.9985840699043281,0.001416933471942064
KET,Superior colliculus sensory related,Dorsomedial nucleus of the hypothalamus,0.995501297709641,0.004508851903003912
KET,Superior colliculus sensory related,Primary visual area,0.9952419579939739,0.004769397522225497
KET,Basomedial amygdalar nucleus,Olfactory tubercle,0.9966047892970387,0.0034009875101781465
KET,Basomedial amygdalar nucleus,Cortical amygdalar area anterior part,0.9957508068841378,0.004258246592679873
KET,Basomedial amygdalar nucleus,Posterolateral visual area,0.9951569481410746,0.004854817437488652
KET,Suprageniculate nucleus,Zona incerta,0.9987491413138644,0.0012516416628588836
KET,Suprageniculate nucleus,Primary somatosensory area barrel field,0.9982911428630101,0.0017103188988793797
KET,Suprageniculate nucleus,Retrosplenial area ventral part,0.9966968750006254,0.003308592359658147
KET,Suprageniculate nucleus,Prelimbic area,0.9961186508852558,0.003888901097808351
KET,Suprageniculate nucleus,Anterolateral visual area,0.9948548368388159,0.005158445091214003
KET,Suprageniculate nucleus,Olfactory tubercle,0.9946777535565804,0.005336460051670598
KET,Suprageniculate nucleus,Cortical amygdalar area anterior part,0.9943033341626811,0.005712953725375011
KET,Primary somatosensory area barrel field,Prelimbic area,0.9993259080567307,0.0006743192453973697
KET,Primary somatosensory area barrel field,Anterolateral visual area,0.9979544604085533,0.002047634564945145
KET,Primary somatosensory area barrel field,Retrosplenial area ventral part,0.9977298550187971,0.0022727256667474265
KET,Primary somatosensory area barrel field,Perirhinal area,0.9972610593884664,0.002742698372461399
KET,Primary somatosensory area barrel field,Zona incerta,0.9942749561758681,0.0057414947055846296
KET,Accessory supraoptic group,fiber tracts,0.9999319131583903,0.00010000500033334732
KET,Accessory supraoptic group,Lateral visual area,0.9980420856181316,0.0019598336017530977
KET,Accessory supraoptic group,Entorhinal area lateral part,0.9973076476335635,0.0026959832656400368
KET,Accessory supraoptic group,Parasubthalamic nucleus,0.9965919730440141,0.0034138475080136245
KET,Accessory supraoptic group,Primary somatosensory area mouth,0.9963176214284957,0.0036891752178229613
KET,Accessory supraoptic group,Bed nuclei of the stria terminalis,0.9953883226478225,0.004622343942727831
KET,Septohippocampal nucleus,Periaqueductal gray,0.9944859740115652,0.005529284345570049
KET,Primary somatosensory area lower limb,Parapyramidal nucleus,0.999247863945579,0.0007524190506532283
KET,Primary somatosensory area lower limb,Retrosplenial area dorsal part,0.9973876315105642,0.0026157866783418637
KET,Primary somatosensory area lower limb,Subceruleus nucleus,0.9954766845486219,0.004533576597339738
KET,Subfornical organ,Central amygdalar nucleus,0.995792439500156,0.004216437190750145
KET,Primary somatosensory area mouth,Parasubthalamic nucleus,0.9997846493953261,0.00021537379594495438
KET,Primary somatosensory area mouth,Entorhinal area lateral part,0.9996124339016752,0.0003876412214758353
KET,Primary somatosensory area mouth,Lingula (I),0.9992289087816604,0.0007713886620871296
KET,Primary somatosensory area mouth,Dorsal peduncular area,0.9991395771204982,0.0008607932557363149
KET,Primary somatosensory area mouth,fiber tracts,0.9971359286380751,0.002868180662403424
KET,Primary somatosensory area mouth,Zona incerta,0.9951450043153237,0.004866819461338625
KET,Subparaventricular zone,Ventral posterolateral nucleus of the thalamus,0.9945788339330793,0.00543591391217778
KET,Subceruleus nucleus,Dorsomedial nucleus of the hypothalamus,0.9969250230272981,0.00307971442859775
KET,Subceruleus nucleus,Supplemental somatosensory area,0.9963321487173707,0.0036745943425552812
KET,Bed nuclei of the stria terminalis,Lateral visual area,0.9988709544440035,0.0011296834080848004
KET,Bed nuclei of the stria terminalis,Central lateral nucleus of the thalamus,0.9982792345467495,0.001722247670732866
KET,Bed nuclei of the stria terminalis,Parabrachial nucleus,0.9980697347342744,0.001932130628540181
KET,Bed nuclei of the stria terminalis,Retrosplenial area lateral agranular part,0.9973047166458864,0.002698922170190726
KET,Bed nuclei of the stria terminalis,fiber tracts,0.9958994825873486,0.004108947587454929
KET,Bed nuclei of the stria terminalis,Spinal nucleus of the trigeminal oral part,0.9956018057752487,0.004407894734570855
KET,Primary somatosensory area nose,Supraoptic nucleus,0.9978982681737664,0.0021039435640982877
KET,Primary somatosensory area nose,Supplemental somatosensory area,0.9966221486492544,0.0033835691702132848
KET,Primary somatosensory area nose,Dorsal auditory area,0.9955165598603091,0.0044935208997079635
KET,Primary somatosensory area nose,Central lobule,0.9954527490835757,0.004557621111065857
KET,Primary somatosensory area nose,Dentate gyrus,0.9947381166015011,0.005275775862060238
KET,Primary somatosensory area nose,Nucleus of the lateral lemniscus,0.994308157389459,0.005708102876631191
KET,Primary somatosensory area nose,Medial preoptic nucleus,0.9941730764162255,0.005843966339805755
KET,Mediodorsal nucleus of thalamus,Diagonal band nucleus,0.9992368327332345,0.0007634586271512763
KET,Mediodorsal nucleus of thalamus,Medial preoptic area,0.9975301242022533,0.0024729309726132798
KET,Mediodorsal nucleus of thalamus,Medial geniculate complex,0.9961936036206048,0.0038136591419202386
KET,Mediodorsal nucleus of thalamus,Subparafascicular area,0.9951593624794389,0.004852391352397091
KET,Mediodorsal nucleus of thalamus,Declive (VI),0.9942785604840324,0.005737869650353207
KET,Parasubthalamic nucleus,Entorhinal area lateral part,0.9999425432981699,0.00010000500033334732
KET,Parasubthalamic nucleus,Lingula (I),0.9994791447225894,0.0005209909696400282
KET,Parasubthalamic nucleus,Dorsal peduncular area,0.9984378218230487,0.0015633996495504961
KET,Parasubthalamic nucleus,fiber tracts,0.9972432542811642,0.0027605525402169136
KET,Parasubthalamic nucleus,Zona incerta,0.9944810283028026,0.005534257488670858
KET,Primary somatosensory area upper limb,Postpiriform transition area,0.9978971437640126,0.0021050703426719075
KET,Primary somatosensory area upper limb,Taenia tecta,0.994458368069238,0.0055570437370672425
KET,Substantia nigra compact part,Central medial nucleus of the thalamus,0.9949389440275186,0.005073906492730559
KET,Substantia nigra compact part,Piriform area,0.994271003482764,0.00574547016623211
KET,Supplemental somatosensory area,Dentate gyrus,0.9948814118348701,0.005131733012089466
KET,Primary visual area,Perirhinal area,0.9972117917305466,0.002792102562548191
KET,Primary visual area,Anterolateral visual area,0.9963085428503131,0.00369828739184272
KET,Supraoptic nucleus,Nucleus of the lateral lemniscus,0.9978570752927282,0.002145224055896957
KET,Supraoptic nucleus,Medial preoptic nucleus,0.997395918750142,0.002607477767255483
KET,Supraoptic nucleus,Central lobule,0.9945743009226475,0.0054404716411453205
KET,Anteromedial visual area,Declive (VI),0.9995255890112263,0.0004745235572706852
KET,Anteromedial visual area,Medial geniculate complex,0.9976068587807999,0.0023960093584695454
KET,Anteromedial visual area,Diagonal band nucleus,0.996577622218842,0.0034282475121140774
KET,Anteromedial visual area,Paragigantocellular reticular nucleus dorsal part,0.9950715727524269,0.004940611996056996
KET,Medullary reticular nucleus,Medullary reticular nucleus ventral part,0.9997136952256997,0.000286345767336665
KET,Superior olivary complex,Field CA2,0.9997804269543664,0.00021959715532405535
KET,Superior olivary complex,Parasolitary nucleus,0.9984150684152532,0.0015861889175108725
KET,Superior olivary complex,Ventromedial hypothalamic nucleus,0.9961319117322165,0.003875588668930417
KET,Superior olivary complex,Edinger-Westphal nucleus,0.9951868821581591,0.00482473819526821
KET,Anterolateral visual area,Perirhinal area,0.9999330930156383,0.00010000500033334732
KET,Anterolateral visual area,Retrosplenial area ventral part,0.9993500230040997,0.0006501883225244942
KET,Anterolateral visual area,Cortical amygdalar area anterior part,0.9967528729745144,0.0032524103827002537
KET,Anterolateral visual area,Prelimbic area,0.9963369566916027,0.0036697686801119515
KET,Medial amygdalar nucleus,Piriform-amygdalar area,0.9993231905908193,0.0006770385480636021
KET,Medial amygdalar nucleus,Accessory facial motor nucleus,0.999302039748512,0.0006982039391405064
KET,Medial amygdalar nucleus,Piriform area,0.997166572811641,0.0028374489418685066
KET,Medial amygdalar nucleus,Paracentral nucleus,0.9949370000345092,0.0050758603763534525
KET,Lateral visual area,fiber tracts,0.998050466917578,0.0019514358955085933
KET,Lateral visual area,Retrosplenial area lateral agranular part,0.9971912441746277,0.002812707781804048
KET,Lateral visual area,Central lateral nucleus of the thalamus,0.9964213199982891,0.0035850987954364174
KET,Field CA2,Parasolitary nucleus,0.99703658561934,0.0029678139871102548
KET,Field CA2,Ventromedial hypothalamic nucleus,0.9957275925734597,0.004281560238145937
KET,Posterolateral visual area,Cortical amygdalar area posterior part,0.9987716291925778,0.001229125873239691
KET,Posterolateral visual area,Temporal association areas,0.9972911987850049,0.0027124766558658127
KET,Posterolateral visual area,Orbital area medial part,0.995576279459666,0.004433534144499486
KET,Spinal nucleus of the trigeminal oral part,Parabrachial nucleus,0.9989980674613229,0.0010024348086048653
KET,Spinal nucleus of the trigeminal oral part,Nucleus of the solitary tract,0.9951083425318387,0.004903660784627714
KET,Spinal nucleus of the trigeminal oral part,Main olfactory bulb,0.9943903267302079,0.005625466578115554
KET,Medial geniculate complex,Declive (VI),0.9992065986758818,0.0007937162335261382
KET,Medial geniculate complex,Diagonal band nucleus,0.9975153686265548,0.0024877231923915552
KET,Medial mammillary nucleus,Posterior complex of the thalamus,0.9993844519611428,0.0006157375663307877
KET,Medial mammillary nucleus,Paragigantocellular reticular nucleus lateral part,0.9977156852095674,0.0022869278175395276
KET,Subiculum,Parasubiculum,0.9988806534664426,0.001119973469771397
KET,Subiculum,Parafascicular nucleus,0.997571630019883,0.0024313232525580092
KET,Subiculum,Uvula (IX),0.9963256321331438,0.0036811349380248583
KET,Subiculum,Ventromedial hypothalamic nucleus,0.9943402770710954,0.005675799850030195
KET,Main olfactory bulb,Nucleus of the solitary tract,0.9980387616285141,0.0019631641177710545
KET,Main olfactory bulb,Pontine gray,0.9970969477636497,0.0029072742656547574
KET,Medial preoptic nucleus,Nucleus of the lateral lemniscus,0.9999510378606474,0.00010000500033334732
KET,Medial preoptic area,Subparafascicular area,0.9993596864704238,0.0006405186178361081
KET,posteromedial visual area,Ventromedial hypothalamic nucleus,0.9971417539829007,0.0028623386025173727
KET,Central amygdalar nucleus,Parapyramidal nucleus,0.9954923295753885,0.004517860605120996
KET,Temporal association areas,Cortical amygdalar area posterior part,0.999231018195081,0.0007692776230894198
KET,Temporal association areas,Orbital area medial part,0.9959095972332048,0.004098791347121688
KET,Temporal association areas,Interanteromedial nucleus of the thalamus,0.9957430513474411,0.004266035255109951
KET,Medial septal nucleus,Motor nucleus of trigeminal,0.9987946177933256,0.0012061092641199801
KET,Medial septal nucleus,Orbital area medial part,0.9966907993936946,0.0033146881201655885
KET,Medial septal nucleus,Orbital area ventrolateral part,0.9961269808083949,0.003880538752315725
KET,Postpiriform transition area,Dorsal nucleus raphe,0.9965289646071083,0.003477073412409692
KET,Postpiriform transition area,Piriform-amygdalar area,0.9943554685832626,0.005660521985429021
KET,Tegmental reticular nucleus,Ectorhinal area,0.9988545945242526,0.0011460619539363293
KET,Tegmental reticular nucleus,Primary auditory area,0.9952540297571119,0.004757268120094135
KET,Tegmental reticular nucleus,Ventral auditory area,0.9941918132596381,0.005825119855933079
KET,Central lateral nucleus of the thalamus,Retrosplenial area lateral agranular part,0.9992334048538635,0.0007668891304498021
KET,Central lateral nucleus of the thalamus,Parabrachial nucleus,0.9978428805520856,0.002159449381303452
KET,Central lateral nucleus of the thalamus,Edinger-Westphal nucleus,0.9953065692733147,0.004704479457201211
KET,Central lateral nucleus of the thalamus,Superior central nucleus raphe,0.9952148348124329,0.004796650745345607
KET,Accessory facial motor nucleus,Paracentral nucleus,0.9976901618931902,0.0023125098979125363
KET,Accessory facial motor nucleus,Piriform-amygdalar area,0.9974404451950845,0.002562836065555405
KET,Accessory facial motor nucleus,Piriform area,0.9968168033244029,0.003188273823371062
KET,Accessory facial motor nucleus,Nucleus of the trapezoid body,0.9950822204580536,0.004929911611329764
KET,Taenia tecta,Ventral auditory area,0.9986077439551622,0.0013932261337977199
KET,Taenia tecta,Primary auditory area,0.9947758435676198,0.0052378500501498605
KET,Taenia tecta,Ectorhinal area,0.9942849835234626,0.005731409671289834
KET,Diagonal band nucleus,Declive (VI),0.9970716830128974,0.0029326128958625515
KET,Central medial nucleus of the thalamus,Dorsal tegmental nucleus,0.9991709761579938,0.0008293676723136831
KET,Nucleus of the lateral olfactory tract,Posterior hypothalamic nucleus,-0.9981277288600567,0.0018740260303164887
KET,Motor nucleus of trigeminal,Orbital area medial part,0.9994217805351158,0.0005783866982271753
KET,Motor nucleus of trigeminal,Cortical amygdalar area posterior part,0.9958392413029596,0.004169438738914472
KET,Cortical amygdalar area anterior part,Olfactory tubercle,0.9991748699493238,0.000825470657852824
KET,Cortical amygdalar area anterior part,Retrosplenial area ventral part,0.9987612056346965,0.0012395623053219444
KET,Cortical amygdalar area anterior part,Perirhinal area,0.9963845900523863,0.0036219613375652526
KET,Nucleus of the trapezoid body,Paracentral nucleus,0.996412961028517,0.0035934878219116943
KET,Cortical amygdalar area posterior part,Orbital area medial part,0.998201000091157,0.0018006200525628841
KET,Nucleus of the solitary tract,Pontine gray,0.9952755409740324,0.004735654558318766
KET,Nucleus of the solitary tract,Posterior auditory area,0.9946304707871015,0.005383996948074226
KET,Abducens nucleus,Tuberomammillary nucleus dorsal part,0.9957292138814369,0.004279931974884639
KET,Visceral area,Paragigantocellular reticular nucleus dorsal part,0.999492019566227,0.0005081094995439707
KET,Visceral area,Presubiculum,0.9947994703282533,0.0052140994934661376
KET,Visceral area,Declive (VI),0.9942963515849843,0.005719976333038983
KET,Superior central nucleus raphe,Parabrachial nucleus,0.9960165743895483,0.003991380582636229
KET,Superior central nucleus raphe,Posterior auditory area,0.9949729858108851,0.005039692130919473
KET,Ventral medial nucleus of the thalamus,Parabigeminal nucleus,0.9985531453508941,0.0014479023540001034
KET,Ventrolateral preoptic nucleus,Hypoglossal nucleus,-0.9948345080011948,0.005178879273740617
KET,Ventromedial hypothalamic nucleus,Parasolitary nucleus,0.9959465922699939,0.004061645054142984
KET,Dentate gyrus,Dorsal auditory area,0.9992736765358192,0.0007265873648606626
KET,Dentate gyrus,Central lobule,0.996809890599537,0.0031952086471142096
KET,Ventral posteromedial nucleus of the thalamus,Fasciola cinerea,0.9997734541015595,0.00022657156383889488
KET,Ventral posteromedial nucleus of the thalamus,Folium-tuber vermis (VII),0.9946303980699521,0.005384070057791058
KET,Ventral posteromedial nucleus of the thalamus,Presubiculum,0.9944347121287218,0.005580831783546838
KET,Olfactory tubercle,Retrosplenial area ventral part,0.9969004976949422,0.0031043157110091884
KET,Olfactory tubercle,Zona incerta,0.9961890072050266,0.003818273130772877
KET,Olfactory tubercle,Lingula (I),0.9959550731628605,0.004053129681106491
KET,Piriform-amygdalar area,Piriform area,0.99480815644795,0.005205368003317247
KET,Piriform-amygdalar area,Dorsal nucleus raphe,0.9941469260503487,0.005870270320901251
KET,Zona incerta,Dorsal peduncular area,0.9980811415191828,0.0019207018482368192
KET,Zona incerta,Lingula (I),0.9969856503175801,0.0030189019848798184
KET,Zona incerta,Retrosplenial area ventral part,0.9942970143250732,0.00571930979145207
KET,Dorsal peduncular area,Lingula (I),0.9989457680075176,0.0010547880858981012
KET,Dorsal peduncular area,Entorhinal area lateral part,0.9978219911449548,0.002180384165923618
KET,Dorsomedial nucleus of the hypothalamus,Retrosplenial area dorsal part,0.9940571690038491,0.005960559891055401
KET,Parasubiculum,Uvula (IX),0.998767930656428,0.001232828965007317
KET,Parasubiculum,Parafascicular nucleus,0.9947579011656646,0.0052558868409338
KET,Parasolitary nucleus,Culmen,0.9983896180340684,0.0016116800247371545
KET,Parasolitary nucleus,Edinger-Westphal nucleus,0.9960379104105598,0.003969959460698929
KET,Parasolitary nucleus,Primary motor area,0.9952776259099906,0.004733559727602461
KET,Parabrachial nucleus,Retrosplenial area lateral agranular part,0.9947506302301455,0.005263196118983532
KET,Retrosplenial area dorsal part,Parapyramidal nucleus,0.9982161158929259,0.0017854771231137175
KET,Retrosplenial area ventral part,Perirhinal area,0.999000492580136,0.0010000072604958723
KET,Retrosplenial area ventral part,Prelimbic area,0.99502019002427,0.004992250547735218
KET,Retrosplenial area lateral agranular part,Edinger-Westphal nucleus,0.9973036951647242,0.002699946412499304
KET,Paracentral nucleus,Medullary reticular nucleus dorsal part,0.9942557478532128,0.0057608138165412956
KET,Lingula (I),Entorhinal area lateral part,0.9991351097672082,0.0008652644661452564
KET,Lingula (I),fiber tracts,0.9943296152479936,0.005686522417051613
KET,Entorhinal area lateral part,fiber tracts,0.9978370414389491,0.0021653011344549724
KET,Central lobule,Dorsal auditory area,0.9991118088219371,0.000888585853562834
KET,Perirhinal area,Prelimbic area,0.9957059409299871,0.0043033050195902135
KET,Culmen,Primary motor area,0.9966984670897749,0.0033069949954866763
KET,Parafascicular nucleus,Posterior auditory area,0.9940472053579814,0.00597058315341151
KET,Declive (VI),Paragigantocellular reticular nucleus dorsal part,0.9954446290545756,0.00456577826581355
KET,Folium-tuber vermis (VII),Ventral premammillary nucleus,0.9968970301339618,0.003107794059168374
KET,Folium-tuber vermis (VII),Posterior limiting nucleus of the thalamus,0.9943039193358881,0.0057123651997061315
KET,Nodulus (X),Median eminence,0.9974577348028046,0.002545502240807884
KET,Paragigantocellular reticular nucleus dorsal part,Presubiculum,0.9971930288808083,0.002810918050301718
KET,Edinger-Westphal nucleus,Primary motor area,0.9968083481303623,0.0031967560538790998
KET,Paragigantocellular reticular nucleus lateral part,Posterior complex of the thalamus,0.9994502857966492,0.0005498653515982618
KET,Fasciola cinerea,Presubiculum,0.996447674650379,0.003558649839521911
KET,Fastigial nucleus,Paraflocculus,0.9995710807487825,0.00042901126339096483
KET,Primary auditory area,Ventral auditory area,0.998652990010821,0.0013479180226461985
KET,Ventral premammillary nucleus,Posterior limiting nucleus of the thalamus,0.9994600634233151,0.0005400823949291265
KET,Paramedian lobule,Postsubiculum,0.994619686644122,0.005394839368208589
SAL,Tuberomammillary nucleus ventral part,Piriform-amygdalar area,0.9999679372664929,0.00010000500033334732
SAL,Tuberomammillary nucleus ventral part,fiber tracts,0.9998056814726994,0.0001943374095917483
SAL,Tuberomammillary nucleus ventral part,Primary motor area,0.9991338578831115,0.0008665174347065331
SAL,Tuberomammillary nucleus ventral part,Entorhinal area lateral part,0.9989323304022522,0.001068239962943349
SAL,Tuberomammillary nucleus ventral part,Culmen,0.998073578747063,0.0019282791888537841
SAL,Tuberomammillary nucleus ventral part,Uvula (IX),0.9971562302817868,0.002847820913585686
SAL,Tuberomammillary nucleus ventral part,Piriform area,0.9950942809277856,0.004917791611195343
SAL,Tuberomammillary nucleus ventral part,Dorsal premammillary nucleus,0.9944793359646671,0.005535959220053666
SAL,Tuberomammillary nucleus ventral part,Flocculus,0.9943897345565047,0.005626062092636955
SAL,Tuberomammillary nucleus ventral part,Lateral vestibular nucleus,0.9935135811688626,0.006507547059680749
SAL,Tuberomammillary nucleus ventral part,Central amygdalar nucleus,0.993384041668609,0.006637940794061552
SAL,Inferior colliculus,Parabrachial nucleus,0.9992255173308234,0.0007747827358199424
SAL,Inferior colliculus,Superior olivary complex,0.9988257823505425,0.0011749075831427023
SAL,Inferior colliculus,Primary somatosensory area mouth,0.9985460343901483,0.001455023643536405
SAL,Inferior colliculus,Superior colliculus motor related,0.997738936295574,0.0022636237686706525
SAL,Inferior colliculus,Olivary pretectal nucleus,0.9963202095098157,0.003686577574357752
SAL,Inferior colliculus,posteromedial visual area,0.9954013048456264,0.004609301682888042
SAL,Inferior colliculus,Parafascicular nucleus,0.9946186598567898,0.005395871710395312
SAL,Inferior colliculus,Flocculus,0.994532426251115,0.005482575637845565
SAL,Inferior colliculus,Ventrolateral preoptic nucleus,0.9939668421930318,0.006051430836648364
SAL,Anterior amygdalar area,Lateral habenula,-0.9953601094931154,0.004650688211901694
SAL,Periventricular hypothalamic nucleus anterior part,Paramedian lobule,0.9995840696280989,0.00041601689493080043
SAL,Periventricular hypothalamic nucleus anterior part,Periaqueductal gray,0.9992347019862214,0.0007655910037961621
SAL,Periventricular hypothalamic nucleus anterior part,Declive (VI),0.9990780780231132,0.0009223472083260809
SAL,Periventricular hypothalamic nucleus anterior part,Cortical amygdalar area anterior part,0.9986499436197679,0.0013509685274061853
SAL,Periventricular hypothalamic nucleus anterior part,Paragigantocellular reticular nucleus lateral part,0.998587128818496,0.001413870225115942
SAL,Periventricular hypothalamic nucleus anterior part,Paragigantocellular reticular nucleus dorsal part,0.9980585185988754,0.0019433685190719092
SAL,Periventricular hypothalamic nucleus anterior part,Posterior auditory area,0.9980341025584945,0.0019678323541899496
SAL,Periventricular hypothalamic nucleus anterior part,Dentate gyrus,0.9977020266867535,0.0023006177058599226
SAL,Periventricular hypothalamic nucleus anterior part,Dorsal cochlear nucleus,0.9975371345416564,0.0024659033003657455
SAL,Periventricular hypothalamic nucleus anterior part,Paraventricular hypothalamic nucleus,0.9953370703835431,0.004673834986615766
SAL,Periventricular hypothalamic nucleus anterior part,Dorsal motor nucleus of the vagus nerve,0.9936584120455908,0.0063617812402356035
SAL,Periventricular hypothalamic nucleus anterior part,Agranular insular area dorsal part,0.9936429172637176,0.006377375032324433
SAL,Paraventricular hypothalamic nucleus,Paragigantocellular reticular nucleus dorsal part,0.9992180284113729,0.0007822774878899339
SAL,Paraventricular hypothalamic nucleus,Paragigantocellular reticular nucleus lateral part,0.9985611965852896,0.001439839486264899
SAL,Paraventricular hypothalamic nucleus,Anterior cingulate area ventral part,0.9983164900856826,0.0016849286096152116
SAL,Paraventricular hypothalamic nucleus,Paramedian lobule,0.9966217393120942,0.0033839798948241966
SAL,Paraventricular hypothalamic nucleus,Declive (VI),0.9960238435181127,0.003984082408865156
SAL,Anterior cingulate area dorsal part,Primary somatosensory area lower limb,0.9993720993273439,0.0006280978848408475
SAL,Anterior cingulate area dorsal part,Primary somatosensory area barrel field,0.9983339335864565,0.0016674558456625807
SAL,Anterior cingulate area dorsal part,Sublaterodorsal nucleus,0.9968292411379112,0.0031757963692683674
SAL,Anterior cingulate area dorsal part,Nucleus accumbens,0.9941351390802069,0.00588212675751924
SAL,Infralimbic area,Superior colliculus sensory related,0.9990952917491792,0.000905117746331611
SAL,Infralimbic area,Spinal nucleus of the trigeminal oral part,0.998450664511994,0.0015505369493713287
SAL,Anterior cingulate area ventral part,Paragigantocellular reticular nucleus lateral part,0.9953326219269778,0.004678304293183823
SAL,Anterior cingulate area ventral part,Paragigantocellular reticular nucleus dorsal part,0.9952893415766292,0.004721788541975354
SAL,Anterior cingulate area ventral part,Secondary motor area,0.994473335843869,0.00554199266758931
SAL,Anterior cingulate area ventral part,Supplemental somatosensory area,0.99414368319949,0.0058735322694752155
SAL,Nucleus accumbens,Lateral reticular nucleus,0.997875584006206,0.0021266757664833913
SAL,Nucleus accumbens,Primary somatosensory area lower limb,0.9971225669555261,0.002881580813465761
SAL,Nucleus accumbens,Linear nucleus of the medulla,0.9966318738201918,0.0033738110853651975
SAL,Nucleus accumbens,Rostral linear nucleus raphe,0.9961856900006544,0.0038216030308934157
SAL,Paraventricular hypothalamic nucleus descending division,Dorsal motor nucleus of the vagus nerve,0.9998957951885378,0.00010421024116079707
SAL,Paraventricular hypothalamic nucleus descending division,Rhomboid nucleus,0.9998348986662923,0.00016511496443324627
SAL,Paraventricular hypothalamic nucleus descending division,Dorsal cochlear nucleus,0.9984390155970034,0.0015622040085051215
SAL,Paraventricular hypothalamic nucleus descending division,Primary somatosensory area nose,0.9981271342465831,0.00187462175933353
SAL,Paraventricular hypothalamic nucleus descending division,Simple lobule,0.9975110892890514,0.002492013198157025
SAL,Paraventricular hypothalamic nucleus descending division,Agranular insular area dorsal part,0.9962510118630246,0.003756033206434264
SAL,Paraventricular hypothalamic nucleus descending division,Dentate gyrus,0.9960294727205555,0.003978430750451223
SAL,Paraventricular hypothalamic nucleus descending division,Parapyramidal nucleus,0.9954609802698371,0.004549352358743691
SAL,Paraventricular hypothalamic nucleus descending division,Posterior limiting nucleus of the thalamus,0.9948194936220024,0.005193971726177488
SAL,Paraventricular hypothalamic nucleus descending division,Medullary reticular nucleus dorsal part,0.9947274487163784,0.005286500234785046
SAL,Paraventricular hypothalamic nucleus descending division,Declive (VI),0.9943172877115108,0.005698920330893973
SAL,Paraventricular hypothalamic nucleus descending division,Lateral hypothalamic area,0.9932709195168625,0.006751822825998573
SAL,Paraventricular hypothalamic nucleus descending division,Paramedian lobule,0.9929681847655889,0.00705665496122857
SAL,Lateral terminal nucleus of the accessory optic tract,Nucleus of Roller,0.9993666554903711,0.00063354515698661
SAL,Lateral terminal nucleus of the accessory optic tract,Lateral preoptic area,0.997279666142688,0.0027240406895332244
SAL,Lateral terminal nucleus of the accessory optic tract,Suprachiasmatic nucleus,0.9939152808194821,0.006103306521795222
SAL,Anterodorsal preoptic nucleus,Retrosplenial area ventral part,0.9970491449594776,0.0029552173971591567
SAL,Dorsal terminal nucleus of the accessory optic tract,Barrington's nucleus,-0.993583839758107,0.0064368322688166165
SAL,Inferior olivary complex,Interposed nucleus,0.9945133863070084,0.005501720439827551
SAL,Anterior hypothalamic nucleus,Dentate nucleus,0.9985020528325552,0.001499070211950674
SAL,Interposed nucleus,Temporal association areas,0.997648456246561,0.0023543129745994926
SAL,Dorsal cochlear nucleus,Dorsal motor nucleus of the vagus nerve,0.9990971932017423,0.0009032145737620112
SAL,Dorsal cochlear nucleus,Declive (VI),0.9985203154070338,0.001480780407320018
SAL,Dorsal cochlear nucleus,Dentate gyrus,0.9985008055857751,0.0015003193306235099
SAL,Dorsal cochlear nucleus,Paramedian lobule,0.9979563169429132,0.002045774226917033
SAL,Dorsal cochlear nucleus,Rhomboid nucleus,0.9976345320496273,0.002368270089470508
SAL,Dorsal cochlear nucleus,Primary somatosensory area nose,0.9974007752938631,0.002602608555535235
