comparison,metric,region,region_id,diff,p_value,q_value,significant_fdr05
PSI_vs_SAL,closeness,Intercalated amygdalar nucleus,1105,7.0634921955735575,0.275972402759724,0.734892802854546,False
PSI_vs_SAL,closeness,Medullary reticular nucleus ventral part,1107,-0.6718221125613297,0.8961103889611038,0.9814087556761565,False
PSI_vs_SAL,closeness,Parastrial nucleus,1109,1.1799403315978125,0.846015398460154,0.9814087556761565,False
PSI_vs_SAL,closeness,Interanteromedial nucleus of the thalamus,1120,-7.30134147362696,0.12768723127687232,0.6319368063193681,False
PSI_vs_SAL,closeness,Tuberomammillary nucleus dorsal part,1126,-7.504455692190344,0.2666733326667333,0.734892802854546,False
PSI_vs_SAL,closeness,Median eminence,10671,-9.390957082556904,0.0903909609039096,0.5808809362966142,False
PSI_vs_SAL,betweenness,Tuberomammillary nucleus ventral part,1,0.1137756941940137,0.3683263347330534,0.9982443878196838,False
PSI_vs_SAL,betweenness,Inferior colliculus,4,0.12499098449332852,0.1757648470305939,0.9982443878196838,False
PSI_vs_SAL,betweenness,Principal sensory nucleus of the trigeminal,7,-0.005228993869455464,0.8640271945610878,0.9982443878196838,False
PSI_vs_SAL,betweenness,Interfascicular nucleus raphe,12,-0.06505589614136316,0.4543091381723655,0.9982443878196838,False
PSI_vs_SAL,betweenness,Induseum griseum,19,0.12246664262531554,0.2383523295340932,0.9982443878196838,False
PSI_vs_SAL,betweenness,Anterior amygdalar area,23,0.2726289217454021,0.028594281143771244,0.9681206615819693,False
PSI_vs_SAL,betweenness,Intergeniculate leaflet of the lateral geniculate complex,27,0.10238009376126939,0.28854229154169164,0.9982443878196838,False
PSI_vs_SAL,betweenness,Periventricular hypothalamic nucleus anterior part,30,-0.026541651640822214,0.8848230353929214,0.9982443878196838,False
PSI_vs_SAL,betweenness,Paraventricular hypothalamic nucleus,38,0.008366390191128743,0.8810237952409518,0.9982443878196838,False
PSI_vs_SAL,betweenness,Anterior cingulate area dorsal part,39,-0.07807428777497297,0.22995400919816036,0.9982443878196838,False
PSI_vs_SAL,betweenness,Infralimbic area,44,0.010782545979084027,0.8822235552889423,0.9982443878196838,False
PSI_vs_SAL,betweenness,Anterior cingulate area ventral part,48,0.13119365308330327,0.236752649470106,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nucleus accumbens,56,-0.004615939415795167,0.9170165966806638,0.9982443878196838,False
PSI_vs_SAL,betweenness,Paraventricular hypothalamic nucleus descending division,63,-0.10638297872340426,0.2887422515496901,0.9982443878196838,False
PSI_vs_SAL,betweenness,Lateral terminal nucleus of the accessory optic tract,66,0.020447169130905156,0.6852629474105179,0.9982443878196838,False
PSI_vs_SAL,betweenness,Anterodorsal preoptic nucleus,72,-0.015326361341507392,0.860627874425115,0.9982443878196838,False
PSI_vs_SAL,betweenness,Dorsal terminal nucleus of the accessory optic tract,75,-0.013847818247385506,0.7674465106978604,0.9982443878196838,False
PSI_vs_SAL,betweenness,Inferior olivary complex,83,0.015001803101334296,0.8008398320335933,0.9982443878196838,False
PSI_vs_SAL,betweenness,Anterior hypothalamic nucleus,88,-0.04410385863685539,0.5016996600679864,0.9982443878196838,False
PSI_vs_SAL,betweenness,Interposed nucleus,91,0.0858636855391273,0.48630273945210956,0.9982443878196838,False
PSI_vs_SAL,betweenness,Dorsal cochlear nucleus,96,-0.09289578074287774,0.23635272945410918,0.9982443878196838,False
PSI_vs_SAL,betweenness,Interpeduncular nucleus,100,-0.06797692030292102,0.2903419316136773,0.9982443878196838,False
PSI_vs_SAL,betweenness,Ventral cochlear nucleus,101,0.005084745762711864,1.0,1.0,False
PSI_vs_SAL,betweenness,Agranular insular area dorsal part,104,-0.04233681932924631,0.7444511097780444,0.9982443878196838,False
PSI_vs_SAL,betweenness,Inferior salivatory nucleus,106,-0.012333213126577714,0.8560287942411517,0.9982443878196838,False
PSI_vs_SAL,betweenness,Agranular insular area posterior part,111,-0.0014424810674359897,1.0,1.0,False
PSI_vs_SAL,betweenness,Trochlear nucleus,115,-0.016444284168770286,0.488502299540092,0.9982443878196838,False
PSI_vs_SAL,betweenness,Periventricular hypothalamic nucleus intermediate part,118,0.03573746844572665,0.46430713857228556,0.9982443878196838,False
PSI_vs_SAL,betweenness,Agranular insular area ventral part,119,0.012910205553552101,0.8620275944811038,0.9982443878196838,False
PSI_vs_SAL,betweenness,Periventricular hypothalamic nucleus posterior part,126,0.1272989542012261,0.20215956808638272,0.9982443878196838,False
PSI_vs_SAL,betweenness,Anteromedial nucleus,127,0.05510277677605481,0.6318736252749451,0.9982443878196838,False
PSI_vs_SAL,betweenness,Midbrain reticular nucleus,128,-0.10688784709700686,0.2599480103979204,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nucleus ambiguus,135,0.19718716191849983,0.0591881623675265,0.9982443878196838,False
PSI_vs_SAL,betweenness,Intermediate reticular nucleus,136,-0.06159394157951677,0.4309138172365527,0.9982443878196838,False
PSI_vs_SAL,betweenness,Pontine reticular nucleus,146,-0.09249909844933286,0.4211157768446311,0.9982443878196838,False
PSI_vs_SAL,betweenness,Locus ceruleus,147,-0.11172015867291742,0.3147370525894821,0.9982443878196838,False
PSI_vs_SAL,betweenness,Paraventricular nucleus of the thalamus,149,-0.035088351965380446,0.5422915416916617,0.9982443878196838,False
PSI_vs_SAL,betweenness,Accessory olfactory bulb,151,0.008871258564731338,0.9172165566886623,0.9982443878196838,False
PSI_vs_SAL,betweenness,Lateral dorsal nucleus of thalamus,155,0.08954201226108907,0.20455908818236354,0.9982443878196838,False
PSI_vs_SAL,betweenness,Anterior olfactory nucleus,159,0.0435989902632528,0.7366526694661067,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nucleus prepositus,169,0.10187522538766677,0.34613077384523094,0.9982443878196838,False
PSI_vs_SAL,betweenness,Dorsal part of the lateral geniculate complex,170,0.09938694554633971,0.264747050589882,0.9982443878196838,False
PSI_vs_SAL,betweenness,Retrochiasmatic area,173,0.12542372881355932,0.08438312337532493,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nucleus of Roller,177,0.0016949152542372892,1.0,1.0,False
PSI_vs_SAL,betweenness,Ventral part of the lateral geniculate complex,178,0.010313739632167328,0.8562287542491501,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nucleus of reuniens,181,0.1716552470248828,0.17356528694261147,0.9982443878196838,False
PSI_vs_SAL,betweenness,Frontal pole cerebral cortex,184,0.10187522538766679,0.14777044591081784,0.9982443878196838,False
PSI_vs_SAL,betweenness,Lateral habenula,186,-0.006166606563288858,0.9694061187762447,1.0,False
PSI_vs_SAL,betweenness,Rhomboid nucleus,189,-0.06729174179588893,0.5450909818036392,0.9982443878196838,False
PSI_vs_SAL,betweenness,Lateral hypothalamic area,194,-0.0019473494410385886,1.0,1.0,False
PSI_vs_SAL,betweenness,Rostral linear nucleus raphe,197,-0.05091958168049044,0.3151369726054789,0.9982443878196838,False
PSI_vs_SAL,betweenness,Medial vestibular nucleus,202,0.23404255319148937,0.05698860227954409,0.9982443878196838,False
PSI_vs_SAL,betweenness,Linear nucleus of the medulla,203,-0.027335016227912005,0.7068586282743451,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nucleus raphe magnus,206,0.03375405697800216,0.7430513897220556,0.9982443878196838,False
PSI_vs_SAL,betweenness,Area postrema,207,-0.03537684817886765,0.6522695460907818,0.9982443878196838,False
PSI_vs_SAL,betweenness,Lateral vestibular nucleus,209,0.09112874143526865,0.34433113377324537,0.9982443878196838,False
PSI_vs_SAL,betweenness,Lateral mammillary nucleus,210,0.006563288856833754,0.912617476504699,0.9982443878196838,False
PSI_vs_SAL,betweenness,Red nucleus,214,-0.030941218896501983,0.37252549490101977,0.9982443878196838,False
PSI_vs_SAL,betweenness,Anterior pretectal nucleus,215,0.05582401730977281,0.4301139772045591,0.9982443878196838,False
PSI_vs_SAL,betweenness,Superior vestibular nucleus,217,0.03822574828705373,0.32213557288542294,0.9982443878196838,False
PSI_vs_SAL,betweenness,Lateral posterior nucleus of the thalamus,218,-0.05452578434908041,0.17596480703859227,0.9982443878196838,False
PSI_vs_SAL,betweenness,Lateral preoptic area,226,0.024774612333213125,0.6666666666666666,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nucleus raphe pallidus,230,0.09902632527948071,0.23095380923815237,0.9982443878196838,False
PSI_vs_SAL,betweenness,Anterior tegmental nucleus,231,0.01568698160836639,0.624875024995001,0.9982443878196838,False
PSI_vs_SAL,betweenness,Lateral reticular nucleus,235,-0.06491164803461955,0.3717256548690262,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nucleus raphe pontis,238,0.008258204111071043,0.8008398320335933,0.9982443878196838,False
PSI_vs_SAL,betweenness,Midbrain reticular nucleus retrorubral area,246,0.011864406779661017,0.7736452709458108,0.9982443878196838,False
PSI_vs_SAL,betweenness,Lateral septal nucleus caudal (caudodorsal) part,250,-0.13050847457627118,0.11217756448710257,0.9982443878196838,False
PSI_vs_SAL,betweenness,Lateral septal nucleus rostral (rostroventral) part,258,0.0038586368553912703,0.9692061587682463,1.0,False
PSI_vs_SAL,betweenness,Reticular nucleus of the thalamus,262,0.028056256761630004,0.5278944211157769,0.9982443878196838,False
PSI_vs_SAL,betweenness,Anteroventral preoptic nucleus,263,0.03995672556797692,0.625874825034993,0.9982443878196838,False
PSI_vs_SAL,betweenness,Anteroventral periventricular nucleus,272,0.23934367111431665,0.028594281143771244,0.9681206615819693,False
PSI_vs_SAL,betweenness,Barrington's nucleus,280,-0.03714388748647674,0.4327134573085383,0.9982443878196838,False
PSI_vs_SAL,betweenness,Suprachiasmatic nucleus,286,0.015903353768481787,0.6838632273545291,0.9982443878196838,False
PSI_vs_SAL,betweenness,Bed nucleus of the anterior commissure,287,-0.019653804543815365,0.6880623875224955,0.9982443878196838,False
PSI_vs_SAL,betweenness,Bed nucleus of the accessory olfactory tract,292,0.005120807789397764,0.8580283943211358,0.9982443878196838,False
PSI_vs_SAL,betweenness,Superior colliculus motor related,294,0.04367111431662459,0.46070785842831435,0.9982443878196838,False
PSI_vs_SAL,betweenness,Basolateral amygdalar nucleus,295,-0.016552470248827986,0.7956408718256349,0.9982443878196838,False
PSI_vs_SAL,betweenness,Magnocellular nucleus,298,-0.012008654886404617,0.8056388722255549,0.9982443878196838,False
PSI_vs_SAL,betweenness,Superior colliculus sensory related,302,-0.04738550306527227,0.45570885822835433,0.9982443878196838,False
PSI_vs_SAL,betweenness,Basomedial amygdalar nucleus,319,0.022827262892174537,0.5746850629874025,0.9982443878196838,False
PSI_vs_SAL,betweenness,Suprageniculate nucleus,325,0.07868734222863324,0.20535892821435714,0.9982443878196838,False
PSI_vs_SAL,betweenness,Primary somatosensory area barrel field,329,0.10717634331049407,0.26654669066186765,0.9982443878196838,False
PSI_vs_SAL,betweenness,Accessory supraoptic group,332,0.011936530833032817,0.8028394321135773,0.9982443878196838,False
PSI_vs_SAL,betweenness,Septohippocampal nucleus,333,0.006130544536602958,0.830633873225355,0.9982443878196838,False
PSI_vs_SAL,betweenness,Primary somatosensory area lower limb,337,0.03498016588532275,0.6660667866426715,0.9982443878196838,False
PSI_vs_SAL,betweenness,Subfornical organ,338,-0.14940497655968266,0.13817236552689463,0.9982443878196838,False
PSI_vs_SAL,betweenness,Primary somatosensory area mouth,345,0.03443923548503426,0.768246350729854,0.9982443878196838,False
PSI_vs_SAL,betweenness,Subparaventricular zone,347,-0.012513523260007212,0.6302739452109578,0.9982443878196838,False
PSI_vs_SAL,betweenness,Subceruleus nucleus,350,-0.05578795528308691,0.47750449910017995,0.9982443878196838,False
PSI_vs_SAL,betweenness,Bed nuclei of the stria terminalis,351,0.11918499819689868,0.2861427714457109,0.9982443878196838,False
PSI_vs_SAL,betweenness,Primary somatosensory area nose,353,-0.22672196177425175,0.11757648470305938,0.9982443878196838,False
PSI_vs_SAL,betweenness,Preparasubthalamic nucleus,356,-0.11298232960692389,0.3229354129174165,0.9982443878196838,False
PSI_vs_SAL,betweenness,Sublaterodorsal nucleus,358,0.03487197980526506,0.45990801839632073,0.9982443878196838,False
PSI_vs_SAL,betweenness,Primary somatosensory area trunk,361,0.025567976920302923,0.4881023795240952,0.9982443878196838,False
PSI_vs_SAL,betweenness,Mediodorsal nucleus of thalamus,362,-0.05474215650919582,0.34073185362927416,0.9982443878196838,False
PSI_vs_SAL,betweenness,Parasubthalamic nucleus,364,0.01705733862243058,0.8248350329934013,0.9982443878196838,False
PSI_vs_SAL,betweenness,Submedial nucleus of the thalamus,366,-0.03815362423368193,0.5750849830033993,0.9982443878196838,False
PSI_vs_SAL,betweenness,Primary somatosensory area upper limb,369,0.0860439956725568,0.16676664667066587,0.9982443878196838,False
PSI_vs_SAL,betweenness,Infracerebellar nucleus,372,-0.011071042192571223,0.7396520695860828,0.9982443878196838,False
PSI_vs_SAL,betweenness,Substantia nigra compact part,374,-0.0006491164803461985,1.0,1.0,False
PSI_vs_SAL,betweenness,Supplemental somatosensory area,378,-0.014857554994590697,0.9416116776644671,1.0,False
PSI_vs_SAL,betweenness,Field CA1,382,-7.212405337179983e-05,1.0,1.0,False
PSI_vs_SAL,betweenness,Primary visual area,385,-0.05575189325640101,0.40091981603679266,0.9982443878196838,False
PSI_vs_SAL,betweenness,Supraoptic nucleus,390,-0.0015506671474936895,0.9722055588882224,1.0,False
PSI_vs_SAL,betweenness,Anteromedial visual area,394,0.013631446087270113,0.7710457908418317,0.9982443878196838,False
PSI_vs_SAL,betweenness,Medullary reticular nucleus,395,-0.019148936170212762,0.7192561487702459,0.9982443878196838,False
PSI_vs_SAL,betweenness,Superior olivary complex,398,0.15149657410746484,0.17536492701459708,0.9982443878196838,False
PSI_vs_SAL,betweenness,Anterolateral visual area,402,-0.02466642625315543,0.6548690261947611,0.9982443878196838,False
PSI_vs_SAL,betweenness,Medial amygdalar nucleus,403,-0.11611972592859719,0.08698260347930414,0.9982443878196838,False
PSI_vs_SAL,betweenness,Lateral visual area,409,0.14428416877028488,0.28794241151769645,0.9982443878196838,False
PSI_vs_SAL,betweenness,Field CA2,423,-0.0007212405337179983,1.0,1.0,False
PSI_vs_SAL,betweenness,Posterolateral visual area,425,0.007609087630724846,0.6636672665466906,0.9982443878196838,False
PSI_vs_SAL,betweenness,Spinal nucleus of the trigeminal oral part,445,0.09394157951676885,0.2927414517096581,0.9982443878196838,False
PSI_vs_SAL,betweenness,Field CA3,463,0.007464839523981248,0.6492701459708058,0.9982443878196838,False
PSI_vs_SAL,betweenness,Medial geniculate complex,475,-0.007140281283808149,0.8000399920015997,0.9982443878196838,False
PSI_vs_SAL,betweenness,Medial mammillary nucleus,491,0.0290659935088352,0.25374925014997,0.9982443878196838,False
PSI_vs_SAL,betweenness,Subiculum,502,-0.0007933645870897982,1.0,1.0,False
PSI_vs_SAL,betweenness,Main olfactory bulb,507,-0.021024161557879555,0.6628674265146971,0.9982443878196838,False
PSI_vs_SAL,betweenness,Medial preoptic nucleus,515,-0.04172376487558601,0.4253149370125975,0.9982443878196838,False
PSI_vs_SAL,betweenness,Medial preoptic area,523,0.0006491164803461985,0.9708058388322336,1.0,False
PSI_vs_SAL,betweenness,Medial pretectal area,531,-0.04825099170573386,0.34673065386922614,0.9982443878196838,False
PSI_vs_SAL,betweenness,posteromedial visual area,533,0.025748287053732423,0.648870225954809,0.9982443878196838,False
PSI_vs_SAL,betweenness,Central amygdalar nucleus,536,-0.1150378651280202,0.14717056588682265,0.9982443878196838,False
PSI_vs_SAL,betweenness,Temporal association areas,541,0.06898665705012622,0.3709258148370326,0.9982443878196838,False
PSI_vs_SAL,betweenness,Medial septal nucleus,564,0.012261089073205916,0.7660467906418716,0.9982443878196838,False
PSI_vs_SAL,betweenness,Postpiriform transition area,566,-0.1142445005409304,0.20735852829434112,0.9982443878196838,False
PSI_vs_SAL,betweenness,Tegmental reticular nucleus,574,0.00941218896501983,0.9406118776244751,1.0,False
PSI_vs_SAL,betweenness,Central lateral nucleus of the thalamus,575,-0.07576631806707537,0.372125574885023,0.9982443878196838,False
PSI_vs_SAL,betweenness,Accessory facial motor nucleus,576,-0.019112874143526866,0.8024395120975805,0.9982443878196838,False
PSI_vs_SAL,betweenness,Taenia tecta,589,-0.1547782185358817,0.28934213157368527,0.9982443878196838,False
PSI_vs_SAL,betweenness,Central linear nucleus raphe,591,-0.004652001442481068,0.8890221955608878,0.9982443878196838,False
PSI_vs_SAL,betweenness,Diagonal band nucleus,596,0.009267940858276234,0.8570285942811438,0.9982443878196838,False
PSI_vs_SAL,betweenness,Central medial nucleus of the thalamus,599,-0.0972232239451857,0.19696060787842432,0.9982443878196838,False
PSI_vs_SAL,betweenness,Subparafascicular area,609,0.10746483952398123,0.2595480903819236,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nucleus of the lateral lemniscus,612,-0.03667508113956004,0.7024595080983803,0.9982443878196838,False
PSI_vs_SAL,betweenness,Tuberal nucleus,614,-0.05333573746844572,0.5696860627874425,0.9982443878196838,False
PSI_vs_SAL,betweenness,Cuneiform nucleus,616,-0.0022719076812116844,0.9446110777844431,1.0,False
PSI_vs_SAL,betweenness,Nucleus of the lateral olfactory tract,619,0.14071402812838082,0.11697660467906419,0.9982443878196838,False
PSI_vs_SAL,betweenness,Motor nucleus of trigeminal,621,-0.01976199062387306,0.633873225354929,0.9982443878196838,False
PSI_vs_SAL,betweenness,Cortical amygdalar area anterior part,639,-0.09343671114316626,0.3151369726054789,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nucleus of the trapezoid body,642,-0.21211684096646233,0.11317736452709458,0.9982443878196838,False
PSI_vs_SAL,betweenness,Cortical amygdalar area posterior part,647,0.10562567616300036,0.0595880823835233,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nucleus of the solitary tract,651,0.0074287774972953465,0.7378524295140971,0.9982443878196838,False
PSI_vs_SAL,betweenness,Abducens nucleus,653,-0.005733862243058066,0.880623875224955,0.9982443878196838,False
PSI_vs_SAL,betweenness,Facial motor nucleus,661,-0.06263974035340786,0.40211957608478305,0.9982443878196838,False
PSI_vs_SAL,betweenness,Caudoputamen,672,0.04186801298232961,0.46250749850029993,0.9982443878196838,False
PSI_vs_SAL,betweenness,Visceral area,677,0.15448972232239452,0.05698860227954409,0.9982443878196838,False
PSI_vs_SAL,betweenness,Superior central nucleus raphe,679,0.05409304002884962,0.2589482103579284,0.9982443878196838,False
PSI_vs_SAL,betweenness,Ventral medial nucleus of the thalamus,685,-0.12250270465200143,0.08658268346330734,0.9982443878196838,False
PSI_vs_SAL,betweenness,Ventrolateral preoptic nucleus,689,0.019401370357014065,0.45550889822035595,0.9982443878196838,False
PSI_vs_SAL,betweenness,Ventromedial hypothalamic nucleus,693,0.005445366029570862,0.9176164767046591,0.9982443878196838,False
PSI_vs_SAL,betweenness,Olivary pretectal nucleus,706,0.03281644428416877,0.6612677464507098,0.9982443878196838,False
PSI_vs_SAL,betweenness,Cuneate nucleus,711,-0.016263974035340786,0.8334333133373325,0.9982443878196838,False
PSI_vs_SAL,betweenness,Ventral posterolateral nucleus of the thalamus,718,0.017706455102776776,0.6032793441311738,0.9982443878196838,False
PSI_vs_SAL,betweenness,Dentate gyrus,726,-0.09624954922466644,0.4979004199160168,0.9982443878196838,False
PSI_vs_SAL,betweenness,Orbital area medial part,731,-0.014641182834475297,0.6082783443311338,0.9982443878196838,False
PSI_vs_SAL,betweenness,Ventral posteromedial nucleus of the thalamus,733,0.0029210241615578794,0.9082183563287343,0.9982443878196838,False
PSI_vs_SAL,betweenness,Orbital area ventrolateral part,746,0.09127298954201227,0.22975404919016196,0.9982443878196838,False
PSI_vs_SAL,betweenness,Ventral tegmental area,749,0.0286332491886044,0.4605078984203159,0.9982443878196838,False
PSI_vs_SAL,betweenness,Olfactory tubercle,754,0.009592499098449333,0.8082383523295341,0.9982443878196838,False
PSI_vs_SAL,betweenness,Ventral tegmental nucleus,757,-0.10205553552109628,0.1767646470705859,0.9982443878196838,False
PSI_vs_SAL,betweenness,Vascular organ of the lamina terminalis,763,0.0047962495492246664,0.9182163567286543,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nucleus x,765,0.004183195095564371,0.9138172365526894,0.9982443878196838,False
PSI_vs_SAL,betweenness,Hypoglossal nucleus,773,0.012116840966462315,0.7408518296340731,0.9982443878196838,False
PSI_vs_SAL,betweenness,Posterior amygdalar nucleus,780,-0.031914893617021274,0.5358928214357128,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nucleus y,781,-0.004615939415795169,0.8554289142171566,0.9982443878196838,False
PSI_vs_SAL,betweenness,Piriform-amygdalar area,788,-0.19044356292823655,0.08938212357528494,0.9982443878196838,False
PSI_vs_SAL,betweenness,Periaqueductal gray,795,0.08081500180310135,0.3717256548690262,0.9982443878196838,False
PSI_vs_SAL,betweenness,Zona incerta,797,0.00840245221781464,0.8554289142171566,0.9982443878196838,False
PSI_vs_SAL,betweenness,Dorsal peduncular area,814,0.129859358095925,0.34873025394921014,0.9982443878196838,False
PSI_vs_SAL,betweenness,Dorsomedial nucleus of the hypothalamus,830,0.014496934727731697,0.8258348330333933,0.9982443878196838,False
PSI_vs_SAL,betweenness,Dorsal motor nucleus of the vagus nerve,839,-0.26072845293905517,0.028594281143771244,0.9681206615819693,False
PSI_vs_SAL,betweenness,Parasubiculum,843,-0.21983411467724487,0.08518296340731854,0.9982443878196838,False
PSI_vs_SAL,betweenness,Dentate nucleus,846,-0.03836999639379733,0.39692061587682465,0.9982443878196838,False
PSI_vs_SAL,betweenness,Parvicellular reticular nucleus,852,-0.009953119365308329,0.8864227154569086,0.9982443878196838,False
PSI_vs_SAL,betweenness,Parasolitary nucleus,859,-0.14796249549224666,0.11477704459108179,0.9982443878196838,False
PSI_vs_SAL,betweenness,Parabrachial nucleus,867,0.0995311936530833,0.11557688462307539,0.9982443878196838,False
PSI_vs_SAL,betweenness,Dorsal nucleus raphe,872,0.026758023800937614,0.4809038192361528,0.9982443878196838,False
PSI_vs_SAL,betweenness,Parabigeminal nucleus,874,7.21240533717994e-05,1.0,1.0,False
PSI_vs_SAL,betweenness,Retrosplenial area dorsal part,879,-0.015398485394879188,0.7994401119776045,0.9982443878196838,False
PSI_vs_SAL,betweenness,Dorsal tegmental nucleus,880,0.00043274432023079727,0.9712057588482303,1.0,False
PSI_vs_SAL,betweenness,Retrosplenial area ventral part,886,-0.02152902993148215,0.8548290341931614,0.9982443878196838,False
PSI_vs_SAL,betweenness,Retrosplenial area lateral agranular part,894,-0.013703570140641904,0.8532293541291741,0.9982443878196838,False
PSI_vs_SAL,betweenness,Ectorhinal area,895,-0.10263252794807069,0.23095380923815237,0.9982443878196838,False
PSI_vs_SAL,betweenness,External cuneate nucleus,903,-0.016227912008654883,0.5706858628274345,0.9982443878196838,False
PSI_vs_SAL,betweenness,Paracentral nucleus,907,0.017309772809231877,0.5818836232753449,0.9982443878196838,False
PSI_vs_SAL,betweenness,Lingula (I),912,-0.03252794807068157,0.48570285942811436,0.9982443878196838,False
PSI_vs_SAL,betweenness,Entorhinal area lateral part,918,-0.0714028128380815,0.5752849430113978,0.9982443878196838,False
PSI_vs_SAL,betweenness,Central lobule,920,-0.07847097006851786,0.25674865026994603,0.9982443878196838,False
PSI_vs_SAL,betweenness,Perirhinal area,922,-0.1557158312297151,0.14597080583883223,0.9982443878196838,False
PSI_vs_SAL,betweenness,Entorhinal area medial part dorsal zone,926,0.017634331049404976,0.6082783443311338,0.9982443878196838,False
PSI_vs_SAL,betweenness,Culmen,928,-0.2936170212765957,0.028594281143771244,0.9681206615819693,False
PSI_vs_SAL,betweenness,Parafascicular nucleus,930,0.07854309412188965,0.17156568686262746,0.9982443878196838,False
PSI_vs_SAL,betweenness,Pontine gray,931,-0.11803101334294988,0.11137772445510898,0.9982443878196838,False
PSI_vs_SAL,betweenness,Declive (VI),936,0.04569058781103499,0.4399120175964807,0.9982443878196838,False
PSI_vs_SAL,betweenness,Folium-tuber vermis (VII),944,0.03245582401730977,0.39832033593281346,0.9982443878196838,False
PSI_vs_SAL,betweenness,Posterior hypothalamic nucleus,946,0.03241976199062387,0.4913017396520696,0.9982443878196838,False
PSI_vs_SAL,betweenness,Pyramus (VIII),951,0.02657771366750811,0.5114977004599081,0.9982443878196838,False
PSI_vs_SAL,betweenness,Uvula (IX),957,-0.17890371438874866,0.08298340331933614,0.9982443878196838,False
PSI_vs_SAL,betweenness,Piriform area,961,-0.0429498737829066,0.6578684263147371,0.9982443878196838,False
PSI_vs_SAL,betweenness,Nodulus (X),968,-0.11947349441038586,0.0591881623675265,0.9982443878196838,False
PSI_vs_SAL,betweenness,Paragigantocellular reticular nucleus dorsal part,970,-0.007645149657410746,0.8818236352729454,0.9982443878196838,False
PSI_vs_SAL,betweenness,Prelimbic area,972,-0.2588892895780743,0.057788442311537694,0.9982443878196838,False
PSI_vs_SAL,betweenness,Edinger-Westphal nucleus,975,0.10876307248467362,0.20075984803039393,0.9982443878196838,False
PSI_vs_SAL,betweenness,Paragigantocellular reticular nucleus lateral part,978,0.021889650198341146,0.629874025194961,0.9982443878196838,False
PSI_vs_SAL,betweenness,Dorsal premammillary nucleus,980,-0.2464839523981248,0.028594281143771244,0.9681206615819693,False
PSI_vs_SAL,betweenness,Fasciola cinerea,982,0.009340064911648037,0.8000399920015997,0.9982443878196838,False
PSI_vs_SAL,betweenness,Primary motor area,985,-0.0016588532275513823,1.0,1.0,False
PSI_vs_SAL,betweenness,Fastigial nucleus,989,0.020375045077533356,0.4875024995001,0.9982443878196838,False
PSI_vs_SAL,betweenness,Secondary motor area,993,0.011720158672917418,0.8280343931213757,0.9982443878196838,False
PSI_vs_SAL,betweenness,Fundus of striatum,998,0.026649837720879914,0.6046790641871626,0.9982443878196838,False
PSI_vs_SAL,betweenness,Primary auditory area,1002,0.00973674720519293,0.8870225954809038,0.9982443878196838,False
PSI_vs_SAL,betweenness,Ventral premammillary nucleus,1004,-0.04695275874504147,0.5246950609878024,0.9982443878196838,False
PSI_vs_SAL,betweenness,Simple lobule,1007,-0.19697078975838445,0.028594281143771244,0.9681206615819693,False
PSI_vs_SAL,betweenness,fiber tracts,1009,-0.008222142084385153,0.97000599880024,1.0,False
PSI_vs_SAL,betweenness,Dorsal auditory area,1011,0.05081139560043274,0.4563087382523495,0.9982443878196838,False
PSI_vs_SAL,betweenness,Ansiform lobule,1017,0.06548864046159394,0.22515496900619877,0.9982443878196838,False
PSI_vs_SAL,betweenness,Ventral auditory area,1018,-0.07641543454742156,0.28834233153369326,0.9982443878196838,False
PSI_vs_SAL,betweenness,Posterior complex of the thalamus,1020,0.012080778939776413,0.590881823635273,0.9982443878196838,False
PSI_vs_SAL,betweenness,Paramedian lobule,1025,-0.012585647313379023,0.652869426114777,0.9982443878196838,False
PSI_vs_SAL,betweenness,Posterior auditory area,1027,-0.15769924269743962,0.0595880823835233,0.9982443878196838,False
PSI_vs_SAL,betweenness,Posterior limiting nucleus of the thalamus,1029,0.011179228272628919,0.884623075384923,0.9982443878196838,False
PSI_vs_SAL,betweenness,Copula pyramidis,1033,-0.04680851063829787,0.5426914617076585,0.9982443878196838,False
PSI_vs_SAL,betweenness,Postsubiculum,1037,0.009195816804904434,0.6912617476504699,0.9982443878196838,False
PSI_vs_SAL,betweenness,Paraflocculus,1041,-0.033285250631085464,0.40091981603679266,0.9982443878196838,False
PSI_vs_SAL,betweenness,Flocculus,1049,0.02264695275874504,0.5720855828834233,0.9982443878196838,False
PSI_vs_SAL,betweenness,Gustatory areas,1057,0.007500901550667148,0.825634873025395,0.9982443878196838,False
PSI_vs_SAL,betweenness,Parapyramidal nucleus,1069,0.015254237288135596,0.857628474305139,0.9982443878196838,False
PSI_vs_SAL,betweenness,Presubiculum,1084,0.010674359899026327,0.7994401119776045,0.9982443878196838,False
