drug,region,region_id,weighted_degree,weighted_degree_z,closeness,closeness_z,betweenness,betweenness_z,cluster
KET,Nucleus accumbens,56,149.40779839817463,-0.10587621269523258,21.1106987199915,0.017711723935054872,0.12106022358456546,0.8565056218776618,0
KET,Paraventricular hypothalamic nucleus descending division,63,180.10712685343083,0.8838353407670775,26.38167051663051,0.8025912874870363,0.04835917778579156,-0.2006424529234197,0
KET,Lateral terminal nucleus of the accessory optic tract,66,180.87896919243005,0.9087186629372115,26.556348661107876,0.8286019191293619,0.06437071763433105,0.03218182545538999,0
KET,Anterodorsal preoptic nucleus,72,167.9733120927304,0.4926549058680003,24.658671544970122,0.5460263250754313,0.07439596105301118,0.1779591889448247,1
KET,Dorsal terminal nucleus of the accessory optic tract,75,166.30559827499457,0.43888970264254384,24.578434101634976,0.5340784847273623,0.03126577713667508,-0.44919810146295963,1
KET,Inferior olivary complex,83,181.01809688031713,0.9132039819014043,28.332007818574006,1.0930083015383443,0.1588892895780743,1.4065791984978675,1
KET,Anterior hypothalamic nucleus,88,183.32660752872638,0.9876277486411689,28.95042834147099,1.1850948557506955,0.24652001442481067,2.6808201815170274,1
KET,Interposed nucleus,91,183.84764751358864,1.0044254871840688,28.044951235992418,1.0502638411344727,0.02326000721240534,-0.5656102406523643,0
KET,Dorsal cochlear nucleus,96,183.18278166268772,0.9829909657384855,29.020382062051272,1.1955113876154457,0.25117201586729176,2.748465073208169,1
KET,Interpeduncular nucleus,100,174.0395559066971,0.6882237306894492,25.918455836666332,0.7336158215069336,0.09004688063469167,0.4055396772700576,1
KET,Ventral cochlear nucleus,101,137.03953197250823,-0.5046151035352432,14.91319006851636,-0.9051347782187062,0.0706815723043635,0.12394815139298378,1
KET,Agranular insular area dorsal part,104,182.23436124657317,0.9524149665033171,28.836573802724367,1.1681412266804656,0.20616660656328886,2.0940400745217844,1
KET,Inferior salivatory nucleus,106,174.76017901290874,0.7114558028485859,26.957888570413523,0.8883936389343281,0.1702127659574468,1.5712342061801785,0
KET,Agranular insular area posterior part,111,172.67883003034513,0.6443554707409127,26.29682310653399,0.7899569952209426,0.1986296429859358,1.9844448624020294,0
KET,Trochlear nucleus,115,138.0490320472012,-0.4720699653378104,15.392878588939908,-0.8337062578098132,0.014569058781103499,-0.6919855809435651,1
KET,Periventricular hypothalamic nucleus intermediate part,118,175.16072625628448,0.7243689919776001,25.169932875221566,0.6221562277253809,0.06350522899386946,0.019596729326805624,1
KET,Agranular insular area ventral part,119,166.1630576488948,0.43429435441874487,23.16819060217544,0.32408470273376355,0.08384421204471691,0.3153464883485367,1
KET,Periventricular hypothalamic nucleus posterior part,126,182.9943110353055,0.9769148863323724,27.623958007298917,0.9875754044773103,0.021925712225027046,-0.5850122638505986,0
KET,Anteromedial nucleus,127,183.00958974768247,0.9774074547018587,28.85956526205156,1.171564793957691,0.22210602235845656,2.3258155948898795,1
KET,Midbrain reticular nucleus,128,164.95549324004418,0.39536384658267765,21.711432455381843,0.10716460857101018,0.03508835196538045,-0.39361392689504565,1
KET,Nucleus ambiguus,135,173.39037034898428,0.6672947241235335,26.48464342672422,0.8179245762713857,0.07309772809231879,0.15908154475194836,0
KET,Intermediate reticular nucleus,136,183.92836655040145,1.0070277774404965,29.011494418684716,1.194187963792348,0.1564010097367472,1.3703970471281872,0
KET,Pontine reticular nucleus,146,170.66647848111234,0.579479537679176,25.417233440698947,0.658980776857253,0.08243779300396682,0.29489570713958724,0
